Date,Town,State/Province,Latitude,Longitude,Number
6/8/2021,Perth East,ON,43.5,-81,1
6/8/2021,Richmond,MA,42.4,-73.4,1
6/8/2021,Rye,NY,41,-73.7,1
6/8/2021,Saco,ME,43.5,-70.4,1
6/8/2021,Saint Paul,MN,44.8,-93.1,2
6/8/2021,South Bruce,ON,44.1,-81.1,6
6/8/2021,South Bruce,ON,44.1,-81.1,6
6/8/2021,South Bruce,ON,44.1,-81.1,6
6/8/2021,South Bruce,ON,44.1,-81.1,6
6/8/2021,South Haven,MI,42.4,-86.3,1
6/8/2021,Ste-Ad�le,QC,46,-74.1,1
6/8/2021,Stevens,PA,40.2,-76.1,1
6/8/2021,Stevens,PA,40.2,-76.1,1
6/8/2021,Toronto,ON,43.6,-79.4,1
6/8/2021,Westport,CT,41.1,-73.3,1
6/7/2021,Bartlett,NH,44.1,-71.3,1
6/7/2021,Bracebridge,ON,45,-79.2,6
6/7/2021,Brookfield,IL,41.8,-87.9,1
6/7/2021,Cedar Rapids,IA,42,-91.7,3
6/7/2021,Centreville,VA,38.8,-77.4,1
6/7/2021,Champlain,ON,45.6,-74.6,1
6/7/2021,Clearview,ON,44.4,-80.1,1
6/7/2021,Drummond/North Elmsley,ON,44.9,-76.3,2
6/7/2021,East Marion,NY,41.1,-72.3,1
6/7/2021,Edmond,OK,35.6,-97.5,2
6/7/2021,Hopewell,NJ,40.4,-74.8,1
6/7/2021,Kingston,ON,44.3,-76.5,1
6/7/2021,London,ON,43,-81.3,1
6/7/2021,Mocksville,NC,35.9,-80.5,1
6/7/2021,Olean,NY,42.1,-78.5,1
6/7/2021,Ottawa,ON,45.3,-75.8,1
6/7/2021,Perry,MO,39.5,-91.8,1
6/7/2021,Perth East,ON,43.5,-81,0
6/7/2021,Pittsburgh,PA,40.4,-80,1
6/7/2021,Queens,NS,44.3,-64.9,1
6/7/2021,Queens,NS,44.1,-64.6,1
6/7/2021,Shelburne Municipal District,NS,43.6,-65.4,1
6/7/2021,St Leon,IN,39.3,-85,1
6/7/2021,Tonawanda,NY,43,-78.9,1
6/7/2021,Town of Milo,ME,45.3,-69,1
6/7/2021,Town of Strong,ME,44.8,-70.2,1
6/7/2021,West Danville,VT,44.4,-72.2,1
6/7/2021,Winter Springs,FL,28.7,-81.3,2
6/6/2021,Adjala-Tosorontio,ON,44.2,-79.9,1
6/6/2021,Akron,OH,41,-81.5,0
6/6/2021,Allenton,MI,42.9,-82.9,1
6/6/2021,Allenton,MI,42.9,-82.9,1
6/6/2021,Annapolis,MD,39,-76.5,1
6/6/2021,Apalachicola,FL,29.7,-85,1
6/6/2021,Berlin,CT,41.6,-72.7,1
6/6/2021,Berlin Heights,OH,41.3,-82.4,1
6/6/2021,Berwick,NS,45.1,-64.6,1
6/6/2021,Brockport,NY,43.2,-77.9,1
6/6/2021,Casselman,ON,45.3,-75.1,1
6/6/2021,Casselman,ON,45.3,-75.1,1
6/6/2021,Charlotte,VT,44.3,-73.3,1
6/6/2021,Chicago,IL,42,-87.7,1
6/6/2021,Concord,CA,38,-122,1
6/6/2021,Coventry,VT,44.8,-72.2,1
6/6/2021,Dauphin RM,MB,51.2,-100.1,1
6/6/2021,Dauphin RM,MB,51.2,-100.1,1
6/6/2021,Delphos,KS,39.3,-97.8,2
6/6/2021,Devils Lake,ND,48.1,-98.9,2
6/6/2021,Devils Lake,ND,48.1,-98.9,2
6/6/2021,Dexter,MI,42.3,-83.9,1
6/6/2021,East Burke,VT,44.6,-71.9,1
6/6/2021,Falconer,NY,42.1,-79.2,1
6/6/2021,Ferrysburg,MI,43.1,-86.2,1
6/6/2021,Geneva,NY,42.9,-77,1
6/6/2021,Grass Lake,MI,42.3,-84.2,2
6/6/2021,Greater Madawaska,ON,45.2,-77.1,1
6/6/2021,Greeley,CO,40.4,-104.8,2
6/6/2021,Hancock,NH,43,-72,1
6/6/2021,Hanover,NH,43.7,-72.3,1
6/6/2021,Harrison Park,MB,50.4,-100.1,1
6/6/2021,Jordan,NY,43.1,-76.5,1
6/6/2021,Kensington,PE,46.4,-63.6,1
6/6/2021,La Porte,TX,29.7,-95,2
6/6/2021,Lunenburg Municipal District,NS,44.5,-64.4,1
6/6/2021,Madison,WI,43.1,-89.5,1
6/6/2021,Mahwah,NJ,41.1,-74.1,1
6/6/2021,Mchenry,IL,42.3,-88.2,2
6/6/2021,Midland,MI,43.7,-84.2,1
6/6/2021,Milwaukee,WI,43.1,-88,1
6/6/2021,Mont-Tremblant,QC,46.1,-74.6,1
6/6/2021,Morrisonville,NY,44.7,-73.6,1
6/6/2021,Morrisville,PA,40.2,-74.8,1
6/6/2021,New Berlin,WI,43,-88.1,0
6/6/2021,New Berlin,WI,43,-88.1,0
6/6/2021,New Berlin,WI,43,-88.1,1
6/6/2021,North Cypress-Langford,MB,50.2,-99.4,1
6/6/2021,Oakville,ON,43.5,-79.7,1
6/6/2021,Orlando,FL,28.6,-81.2,1
6/6/2021,Orlando,FL,28.6,-81.2,1
6/6/2021,Ottawa,ON,45.4,-75.7,1
6/6/2021,Ponte Vedra,FL,30.1,-81.4,1
6/6/2021,Redford,MI,42.4,-83.3,1
6/6/2021,Riegelsville,PA,40.6,-75.2,1
6/6/2021,Rixford,PA,41.9,-78.5,1
6/6/2021,Rixford,PA,41.9,-78.5,1
6/6/2021,Rochester,MI,42.7,-83.2,1
6/6/2021,Rochester,MI,42.7,-83.2,1
6/6/2021,Rochester,MI,42.7,-83.2,1
6/6/2021,Salina,KS,38.8,-97.6,1
6/6/2021,Santa Cruz,CA,37,-122,1
6/6/2021,Shawnee,OK,35.3,-96.9,2
6/6/2021,Sinclairville,NY,42.3,-79.3,1
6/6/2021,Sinclairville,NY,42.3,-79.3,1
6/6/2021,Thunder Bay,ON,48.5,-89.3,1
6/6/2021,Toronto,ON,43.7,-79.3,2
6/6/2021,Tupper Lake,NY,44.2,-74.3,0
6/6/2021,West Elgin,ON,42.5,-81.6,2
6/6/2021,Westfield,PA,41.9,-77.5,1
6/6/2021,Westport,CT,41.1,-73.4,1
6/6/2021,Woolwich,ON,43.5,-80.5,1
6/5/2021,Ajax,ON,43.9,-79,1
6/5/2021,Asphodel-Norwood,ON,44.4,-77.9,1
6/5/2021,Bridgeport,CT,41.2,-73.2,1
6/5/2021,Buffalo,NY,43,-78.7,1
6/5/2021,Clayton,NC,35.6,-78.3,1
6/5/2021,Clinton,IN,39.7,-87.5,1
6/5/2021,Dover,PA,40,-76.9,1
6/5/2021,Englewood,NJ,40.9,-74,1
6/5/2021,Exeter,RI,41.6,-71.5,1
6/5/2021,Hamilton,ON,43.2,-79.9,1
6/5/2021,Hamilton,ON,43.2,-79.9,1
6/5/2021,Hastings Highlands,ON,45.1,-78,1
6/5/2021,Hazelwood,MO,38.8,-90.4,1
6/5/2021,Hebbville,NS,44.4,-64.5,1
6/5/2021,Kansas City,MO,38.9,-94.5,1
6/5/2021,Kendallville,IN,41.5,-85.2,1
6/5/2021,King,ON,44,-79.7,1
6/5/2021,Lehman Twp,PA,41.3,-76,3
6/5/2021,Madison,WI,43.1,-89.4,1
6/5/2021,Madison,WI,43.1,-89.4,1
6/5/2021,Marble Falls,TX,30.6,-98.3,1
6/5/2021,Middleton,WI,43.1,-89.5,1
6/5/2021,Mill Valley,CA,37.9,-122.5,1
6/5/2021,Naperville,IL,41.7,-88.1,1
6/5/2021,Oceanside,CA,33.2,-117.4,1
6/5/2021,Oregon,WI,42.9,-89.4,1
6/5/2021,Papillion,NE,41.1,-96,1
6/5/2021,Schodack Landing,NY,42.5,-73.8,1
6/5/2021,South Bristol,ME,43.9,-69.6,4
6/5/2021,Tiny,ON,44.7,-80.1,2
6/5/2021,Tiny,ON,44.7,-80.1,2
6/5/2021,Toronto,ON,43.7,-79.4,1
6/5/2021,Town of Clarendon,NY,43.2,-78.1,1
6/5/2021,Town of Highland,WI,43.1,-90.3,2
6/5/2021,Vernon Twp,NJ,41.3,-74.5,1
6/5/2021,Waterloo,ON,43.5,-80.5,1
6/5/2021,Wayland,MA,42.4,-71.4,1
6/5/2021,West Bridgewater,MA,42,-71,1
6/5/2021,West Hamlin,WV,38.3,-82.1,2
6/5/2021,West Hamlin,WV,38.3,-82.1,2
6/5/2021,Worcester,MA,42.3,-71.9,1
6/4/2021,Ashfield-Colborne-Wawanosh,ON,43.8,-81.7,2
6/4/2021,Boothbay,ME,43.9,-69.6,1
6/4/2021,Boothbay Harbor,ME,43.8,-69.7,1
6/4/2021,Carol Stream,IL,41.9,-88.1,2
6/4/2021,Charlton,MA,42.1,-71.9,1
6/4/2021,Concord,CA,38,-122,1
6/4/2021,De Soto,IL,37.8,-89.2,1
6/4/2021,Defiance,OH,41.3,-84.3,1
6/4/2021,Downers Grove,IL,41.8,-88,1
6/4/2021,Elk Grove Village,IL,42,-88.1,1
6/4/2021,Green Bay,WI,44.5,-88,1
6/4/2021,Kenora District,ON,49.7,-92.8,2
6/4/2021,Kingsville,MD,39.4,-76.5,0
6/4/2021,Menomonee Falls,WI,43.1,-88.1,1
6/4/2021,Mounds,OK,35.9,-96,1
6/4/2021,Naperville,IL,41.8,-88.2,1
6/4/2021,Ottawa,ON,45.4,-75.7,1
6/4/2021,Sheffield,VT,44.6,-72.1,1
6/4/2021,Toronto,ON,43.7,-79.3,1
6/4/2021,Valley City,ND,46.9,-98,0
6/4/2021,Wallace,MI,45.2,-87.7,1
6/4/2021,Wells River,VT,44.1,-72.1,2
6/4/2021,Wernersville,PA,40.3,-76.1,1
6/4/2021,Wichita,KS,37.8,-97.3,1
6/4/2021,Winnipeg,MB,49.9,-97.2,1
6/3/2021,Big Rapids,MI,43.7,-85.6,1
6/3/2021,Chicago,IL,41.9,-87.6,1
6/3/2021,Chicago,IL,41.9,-87.6,1
6/3/2021,Cottontown,TN,36.5,-86.6,1
6/3/2021,Gaylord,MI,45.1,-84.7,1
6/3/2021,Greater Sudbury,ON,46.6,-81,1
6/3/2021,Kendallville,IN,41.4,-85.2,1
6/3/2021,Londonderry,NH,42.8,-71.4,1
6/3/2021,Oak Park,IL,41.9,-87.8,1
6/3/2021,Ottawa,ON,45.5,-76,1
6/3/2021,Paden,OK,35.5,-96.6,1
6/3/2021,Ponte Vedra Beach,FL,30.2,-81.4,1
6/3/2021,Ponte Vedra Beach,FL,30.2,-81.4,1
6/3/2021,Roslindale,MA,42.3,-71.1,1
6/3/2021,Roslindale,MA,42.3,-71.1,1
6/3/2021,Santa Fe,NM,35.6,-106.1,0
6/3/2021,Sarnia,ON,43,-82.3,1
6/3/2021,Sterling Heights,MI,42.6,-83,1
6/3/2021,Traverse City,MI,44.7,-85.6,1
6/3/2021,Traverse City,MI,44.7,-85.6,1
6/3/2021,Ypsilanti,MI,42.2,-83.6,1
6/2/2021,Antioch,IL,42.5,-88.1,1
6/2/2021,Bancroft,ON,45,-77.8,1
6/2/2021,Beckwith,ON,45.1,-76.2,1
6/2/2021,Bethany,OK,35.5,-97.6,1
6/2/2021,Box Elder,SD,44.1,-103.1,1
6/2/2021,Braidwood,IL,41.3,-88.2,1
6/2/2021,Burbank,IL,41.8,-87.8,1
6/2/2021,Cambridge Springs,PA,41.8,-79.9,1
6/2/2021,Carlton,MN,46.7,-92.4,1
6/2/2021,Cave Junction,OR,42.2,-123.6,1
6/2/2021,Davenport,IA,41.5,-90.6,1
6/2/2021,Delafield,WI,43.1,-88.4,1
6/2/2021,Evergreen Park,IL,41.7,-87.7,1
6/2/2021,Fletcher,OH,40.1,-84.1,1
6/2/2021,Fremont,CA,37.5,-122,1
6/2/2021,Gilberts,IL,42.1,-88.4,1
6/2/2021,Glencoe,IL,42.1,-87.8,2
6/2/2021,Glencoe,IL,42.1,-87.8,2
6/2/2021,Glenview,IL,42.1,-87.8,1
6/2/2021,Green Bay,WI,44.5,-88,1
6/2/2021,Henderson,NY,43.8,-76.2,1
6/2/2021,Hutchinson,KS,38.1,-97.9,1
6/2/2021,Kerns,ON,47.6,-79.9,1
6/2/2021,Kingston,ON,44.2,-76.5,
6/2/2021,Leavenworth,KS,39.3,-94.9,1
6/2/2021,Libertyville,IL,42.3,-88,1
6/2/2021,Loyalist,ON,44.2,-76.8,0
6/2/2021,Madison,WI,43.1,-89.4,1
6/2/2021,Minneapolis,MN,45.1,-93.4,1
6/2/2021,Newmarket,ON,44.1,-79.5,1
6/2/2021,Nisswa,MN,46.4,-94.4,1
6/2/2021,Norristown,PA,40.1,-75.3,1
6/2/2021,North Aurora,IL,41.8,-88.3,1
6/2/2021,Omaha,NE,41.2,-96.2,1
6/2/2021,Overland Park,KS,39,-94.7,1
6/2/2021,Overland Park,KS,39,-94.7,1
6/2/2021,Pittsfield,PA,41.8,-79.4,1
6/2/2021,Portsmouth,NH,43.1,-70.8,1
6/2/2021,Randolph Center,VT,43.9,-72.5,1
6/2/2021,Selwyn,ON,44.4,-78.4,1
6/2/2021,Shawano,WI,44.8,-88.6,3
6/2/2021,Sister Bay,WI,45.2,-87.1,1
6/2/2021,South Beloit,IL,42.5,-89,1
6/2/2021,Spring Valley,OH,39.6,-84,1
6/2/2021,Steinbach,MB,49.5,-96.7,1
6/2/2021,Sudbury District,ON,46.4,-81,0
6/2/2021,Toronto,ON,43.6,-79.6,1
6/2/2021,Town of Berry,WI,43.1,-89.7,1
6/2/2021,Trent Lakes,ON,44.6,-78.5,1
6/2/2021,Welland,ON,43,-79.2,1
6/2/2021,Williamsburg,VA,37.2,-76.8,1
6/2/2021,Winneconne,WI,44.1,-88.7,1
6/1/2021,Ada,MI,42.9,-85.5,1
6/1/2021,Bloomfield,NJ,40.8,-74.2,1
6/1/2021,Brainerd,MN,46.4,-94.2,0
6/1/2021,Brampton,ON,43.7,-79.8,1
6/1/2021,Campbellsport,WI,43.7,-88.2,1
6/1/2021,Cavan-Monaghan,ON,44.3,-78.4,1
6/1/2021,Central Frontenac,ON,44.8,-76.6,1
6/1/2021,Chassell,MI,47,-88.5,2
6/1/2021,Chicago,IL,41.9,-87.6,1
6/1/2021,Crawfordsville,IN,40,-87.1,0
6/1/2021,Decatur,IN,40.8,-84.9,1
6/1/2021,Decatur,IN,40.9,-85,1
6/1/2021,Friendship,WI,44,-89.8,1
6/1/2021,Grand Rapids,MI,43,-85.7,1
6/1/2021,Grey Highlands,ON,44.4,-80.3,1
6/1/2021,Hagerstown,MD,39.6,-77.7,1
6/1/2021,Hampshire,IL,42,-88.5,0
6/1/2021,Hillsboro,MO,38.2,-90.6,2
6/1/2021,Kawartha Lakes,ON,44.4,-79,1
6/1/2021,Kawartha Lakes,ON,44.4,-79,1
6/1/2021,Lackawaxen Twp,PA,41.5,-75.1,1
6/1/2021,Lexington,OK,35.1,-97.2,1
6/1/2021,Lowell,MI,42.9,-85.4,1
6/1/2021,Mahwah,NJ,41.1,-74.1,1
6/1/2021,Mississauga,ON,43.6,-79.6,1
6/1/2021,Moline,IL,41.5,-90.5,1
6/1/2021,New York,NY,40.8,-74,1
6/1/2021,Newbury Park,CA,34.2,-118.9,2
6/1/2021,North Bay,ON,46.3,-79.4,1
6/1/2021,Ottawa,ON,45.5,-76.1,1
6/1/2021,Pennsylvania Furnace,PA,40.7,-78,1
6/1/2021,Perrin,TX,33,-98.1,2
6/1/2021,San Diego,CA,32.9,-117.1,1
6/1/2021,Sault Ste Marie,ON,46.6,-84.4,1
6/1/2021,South Bruce,ON,44.1,-81.1,1
6/1/2021,Star Prairie,WI,45.2,-92.5,1
6/1/2021,Toronto,ON,43.8,-79.3,1
6/1/2021,Town of Meteor,WI,45.7,-91.4,1
6/1/2021,Waconia,MN,44.8,-93.8,1
6/1/2021,Windsor,ON,42.3,-83,1
6/1/2021,Winnipeg,MB,49.9,-97.1,1
6/1/2021,Zion,IL,42.4,-87.9,1
5/31/2021,Ankeny,IA,41.7,-93.6,1
5/31/2021,Bagley,WI,42.9,-91.1,1
5/31/2021,Barnesville,MN,46.7,-96.4,5
5/31/2021,Black River,MI,44.8,-83.3,1
5/31/2021,Brainerd,MN,46.4,-94.2,0
5/31/2021,Burlington,ON,43.3,-79.8,1
5/31/2021,Central Elgin,ON,42.7,-81.2,1
5/31/2021,Central Manitoulin,ON,45.7,-82.3,1
5/31/2021,Colfax,WI,45,-91.7,3
5/31/2021,Columbia,SC,34.1,-80.9,1
5/31/2021,Conshohocken,PA,40.1,-75.3,1
5/31/2021,Deep River,ON,46.1,-77.5,2
5/31/2021,Eagle Mountain,UT,40.4,-112,4
5/31/2021,Fort Wayne,IN,41.2,-85.1,1
5/31/2021,Grand Haven,MI,43,-86.2,1
5/31/2021,Hastings Highlands,ON,45.1,-78,2
5/31/2021,Knightdale,NC,35.8,-78.5,1
5/31/2021,Lake,MI,44,-85,1
5/31/2021,Middlesex,NJ,40.6,-74.5,1
5/31/2021,Mississippi Mills,ON,45.3,-76.3,1
5/31/2021,New Baltimore,MI,42.7,-82.8,1
5/31/2021,New Holstein,WI,43.9,-88.1,1
5/31/2021,North Ridgeville,OH,41.4,-82,1
5/31/2021,Orwell,OH,41.5,-80.9,1
5/31/2021,Shuniah,ON,48.7,-88.7,1
5/31/2021,Thunder Bay,ON,48.4,-89.2,1
5/31/2021,Thunder Bay,ON,48.4,-89.2,1
5/31/2021,Thunder Bay,ON,48.4,-89.2,0
5/31/2021,Town of Ledgeview,WI,44.4,-87.9,1
5/31/2021,Vienna,VA,38.9,-77.3,1
5/31/2021,Waverly,IL,39.6,-90,2
5/31/2021,Windsor,ON,42.3,-83,1
5/31/2021,Winnipeg,MB,49.8,-97.2,1
5/31/2021,Zelienople,PA,40.8,-80.1,1
5/30/2021,Brock,ON,44.4,-79.2,1
5/30/2021,Central Huron,ON,43.6,-81.5,6
5/30/2021,Chicago,IL,42,-87.7,0
5/30/2021,Clio,MI,43.2,-83.7,1
5/30/2021,Cobourg,ON,44,-78.2,1
5/30/2021,Cook,MN,47.9,-92.6,1
5/30/2021,Edmond,OK,35.6,-97.5,1
5/30/2021,Evanston,IL,42.1,-87.7,1
5/30/2021,Georgian Bluffs,ON,44.6,-81,1
5/30/2021,Girard,PA,42,-80.4,1
5/30/2021,Grand Forks,ND,47.9,-97,1
5/30/2021,Harrison Township,MI,42.6,-82.8,1
5/30/2021,Hobart,IN,41.5,-87.2,4
5/30/2021,Huron-Kinloss,ON,44.1,-81.5,1
5/30/2021,Lake of Bays,ON,45.3,-79,1
5/30/2021,Leonard,MN,47.7,-95.3,1
5/30/2021,Mcfarland,WI,43,-89.3,1
5/30/2021,Midland,MI,43.6,-84.2,1
5/30/2021,Mississauga,ON,43.6,-79.6,1
5/30/2021,Orland Park,IL,41.6,-87.9,1
5/30/2021,Palm Springs,CA,33.8,-116.5,1
5/30/2021,Parry Sound District,ON,45.9,-80,1
5/30/2021,Pekin,IL,40.6,-89.6,1
5/30/2021,Port Washington,WI,43.4,-87.9,1
5/30/2021,Saint Louis,MO,38.5,-90.4,1
5/30/2021,Saint Louis,MO,38.5,-90.4,1
5/30/2021,Saint Louis,MO,38.5,-90.4,1
5/30/2021,Saint Louis,MO,38.6,-90.4,1
5/30/2021,San Diego,CA,32.8,-117.2,4
5/30/2021,St Andrews,MB,50.1,-97,1
5/30/2021,Thousand Oaks,CA,34.2,-118.8,1
5/30/2021,Town of Holland,WI,44,-91.2,1
5/30/2021,Winnipeg,MB,49.9,-97.1,2
5/30/2021,Winnipeg,MB,49.8,-97.1,1
5/30/2021,Woodstock,ON,43.1,-80.8,1
5/29/2021,Algoma,ON,46.7,-84.3,1
5/29/2021,Baraboo,WI,43.5,-89.8,2
5/29/2021,Bartlesville,OK,36.7,-96,1
5/29/2021,Boyne City,MI,45.3,-85.1,1
5/29/2021,Burlington,WI,42.6,-88.2,1
5/29/2021,Chelsea,QC,45.5,-75.9,2
5/29/2021,Chicago,IL,42,-87.7,1
5/29/2021,Cohasset,MN,47.1,-93.7,2
5/29/2021,Coralville,IA,41.7,-91.6,1
5/29/2021,Dallas,TX,32.8,-96.7,1
5/29/2021,Deerbrook,WI,45.2,-89.1,1
5/29/2021,Duluth,MN,47,-92.2,16
5/29/2021,"Dysart, Dudley, Harcourt and Others",ON,45.1,-78.6,1
5/29/2021,Edmond,OK,35.6,-97.5,2
5/29/2021,Greater Sudbury,ON,46.6,-81.2,1
5/29/2021,Greater Sudbury,ON,46.6,-81.2,1
5/29/2021,Hastings Highlands,ON,45.3,-77.8,1
5/29/2021,Highlands East,ON,44.9,-78.3,2
5/29/2021,Huron Shores,ON,46.2,-83.2,1
5/29/2021,Johnson,ON,46.3,-83.9,1
5/29/2021,Jones,OK,35.6,-97.3,1
5/29/2021,London,ON,43,-81.3,2
5/29/2021,Macdonald RM,MB,49.8,-97.6,1
5/29/2021,"MacDonald, Meredith and Aberdeen",ON,46.5,-84,1
5/29/2021,Maple City,MI,44.9,-85.9,1
5/29/2021,Marietta,GA,34,-84.5,0
5/29/2021,McDougall,ON,45.4,-80,1
5/29/2021,Minden Hills,ON,45,-78.6,3
5/29/2021,Mission,KS,39,-94.6,1
5/29/2021,North Bay,ON,46.3,-79.5,1
5/29/2021,Oconomowoc,WI,43.1,-88.5,1
5/29/2021,Port Hope,ON,43.9,-78.3,6
5/29/2021,Powassan,ON,46.1,-79.4,1
5/29/2021,Rock Island,IL,41.5,-90.5,1
5/29/2021,Saint Paul,MN,44.7,-93.2,1
5/29/2021,Saratoga Springs,UT,40.3,-111.9,1
5/29/2021,Scugog,ON,44.1,-78.8,1
5/29/2021,Severn,ON,44.7,-79.4,2
5/29/2021,Southgate,MI,42.2,-83.2,1
5/29/2021,Springwater,ON,44.5,-79.8,1
5/29/2021,Stevens Point,WI,44.5,-89.5,1
5/29/2021,Stuartburn,MB,49.1,-96.5,2
5/29/2021,Town of Grand Rapids,WI,44.4,-89.7,1
5/29/2021,Town of Janesville,WI,42.7,-89.1,1
5/29/2021,West Covina,CA,34.1,-117.9,1
5/29/2021,Winnipeg,MB,49.9,-97.1,1
5/29/2021,Winnipeg,MB,49.9,-97.2,1
5/29/2021,Winnipeg,MB,49.9,-97.2,1
5/28/2021,,CA,41.4,-122.2,2
5/28/2021,Algoma,ON,46.8,-84.3,3
5/28/2021,Cedarville,MI,46,-84.2,1
5/28/2021,Danbury,WI,46,-92.3,1
5/28/2021,East Ferris,ON,46.3,-79.3,1
5/28/2021,Edmond,OK,35.7,-97.4,1
5/28/2021,Minong,WI,46.1,-91.9,1
5/28/2021,Moran,MI,46,-85,1
5/28/2021,Ocean View,DE,38.5,-75.1,1
5/28/2021,Peshtigo,WI,45.1,-87.8,1
5/28/2021,Riverside,CA,34,-117.3,1
5/28/2021,Sault Ste Marie,ON,46.5,-84.3,1
5/28/2021,Spooner,WI,45.8,-91.9,1
5/28/2021,Valley Center,CA,33.3,-117.1,1
5/28/2021,Vienna,VA,38.9,-77.2,1
5/28/2021,Wellston,OK,35.7,-97,1
5/28/2021,Wellston,OK,35.7,-97,1
5/28/2021,Wellston,OK,35.7,-97,1
5/27/2021,Barkhamsted,CT,41.9,-73,0
5/27/2021,Charleston,IL,39.5,-88.2,1
5/27/2021,Ellicott City,MD,39.3,-76.9,1
5/27/2021,Flatgap,KY,37.9,-82.9,1
5/27/2021,Halton Hills,ON,43.6,-80,1
5/27/2021,Hillsborough,NC,36.1,-79,1
5/27/2021,Howell,MI,42.6,-83.9,2
5/27/2021,Illinois City,IL,41.4,-90.9,6
5/27/2021,Lanark Highlands,ON,45,-76.4,1
5/27/2021,Mission Viejo,CA,33.6,-117.7,1
5/27/2021,Oakland,CA,37.8,-122.2,1
5/27/2021,Orrville,OH,40.8,-81.8,1
5/27/2021,Petaluma,CA,38.2,-122.6,0
5/27/2021,Portland,OR,45.5,-122.7,1
5/27/2021,Ridgefield,CT,41.3,-73.5,1
5/27/2021,Saugatuck,MI,42.7,-86.2,0
5/27/2021,Springfield,MA,42.1,-72.6,1
5/27/2021,Springfield,MA,42.1,-72.5,1
5/27/2021,Toronto,ON,43.6,-79.4,1
5/27/2021,Toronto,ON,43.7,-79.4,1
5/27/2021,Tulsa,OK,36.1,-95.9,1
5/27/2021,Tulsa,OK,36.2,-96,1
5/27/2021,Williamstown,WV,39.4,-81.4,1
5/26/2021,Ann Arbor,MI,42.3,-83.8,1
5/26/2021,Bangor,PA,40.9,-75.2,1
5/26/2021,Bark River,MI,45.7,-87.1,1
5/26/2021,Benzonia,MI,44.6,-86.1,1
5/26/2021,Brookings,SD,44.3,-96.8,1
5/26/2021,Cedarburg,WI,43.3,-88.1,1
5/26/2021,Cedarburg,WI,43.3,-88.1,1
5/26/2021,Chicago,IL,41.9,-87.8,1
5/26/2021,Chicago,IL,41.9,-87.8,1
5/26/2021,Clifford,ND,47.3,-97.4,1
5/26/2021,Clinton,IN,39.7,-87.5,1
5/26/2021,Cross Plains,WI,43.1,-89.6,1
5/26/2021,Crystal Lake,IL,42.2,-88.3,0
5/26/2021,Excelsior,MN,44.9,-93.6,1
5/26/2021,Fond Du Lac,WI,43.8,-88.4,1
5/26/2021,Greater Sudbury,ON,46.5,-81,1
5/26/2021,Huntington Beach,CA,33.7,-118.1,1
5/26/2021,Ivesdale,IL,39.9,-88.5,2
5/26/2021,Johnston,IA,41.7,-93.7,1
5/26/2021,Jordan,NY,43.1,-76.5,1
5/26/2021,Kings,NS,45,-64.9,1
5/26/2021,Lawrence,KS,38.9,-95.2,1
5/26/2021,Loves Park,IL,42.3,-88.9,1
5/26/2021,Michigan City,IN,41.7,-86.8,1
5/26/2021,Milwaukee,WI,43.2,-88,1
5/26/2021,Minneapolis,MN,45,-93.3,1
5/26/2021,Muskegon,MI,43.2,-86.3,1
5/26/2021,Neenah,WI,44.2,-88.5,1
5/26/2021,Neenah,WI,44.2,-88.5,1
5/26/2021,Oakland,CA,37.8,-122.3,1
5/26/2021,Oakland Twp,PA,41,-79.8,1
5/26/2021,Peterborough,ON,44.3,-78.3,1
5/26/2021,Plattsburg,MO,39.6,-94.4,1
5/26/2021,Princeton,MO,40.4,-93.6,2
5/26/2021,Republic,MO,37.1,-93.5,1
5/26/2021,Riverside,IL,41.8,-87.8,1
5/26/2021,Rockford,IL,42.3,-89,1
5/26/2021,Rosemount,MN,44.7,-93.1,1
5/26/2021,Salado,TX,30.9,-97.5,1
5/26/2021,South Milwaukee,WI,42.9,-87.9,1
5/26/2021,Spring Lake,MI,43.1,-86.2,1
5/26/2021,Stratford,ON,43.4,-81,1
5/26/2021,Sturgeon Bay,WI,44.8,-87.5,2
5/26/2021,Thessalon,ON,46.2,-83.6,1
5/26/2021,Town of Westfield,WI,43.4,-90,2
5/26/2021,Tulsa,OK,36.1,-96,1
5/26/2021,Vermillion,SD,42.8,-96.9,1
5/26/2021,Verona,WI,43,-89.6,1
5/26/2021,Warsaw,VA,37.8,-76.7,1
5/26/2021,White Hall,MD,39.6,-76.6,1
5/26/2021,Wichita,KS,37.7,-97.3,1
5/26/2021,Windsor Heights,IA,41.6,-93.7,1
5/26/2021,Wisconsin Dells,WI,43.7,-89.7,1
5/26/2021,Wisconsin Rapids,WI,44.4,-89.8,1
5/25/2021,Afton,VA,38,-78.8,1
5/25/2021,Altura,MN,44.2,-91.9,1
5/25/2021,Altura,MN,44.1,-91.9,1
5/25/2021,Ashland,WI,46.6,-90.9,1
5/25/2021,Atikokan,ON,48.8,-91.6,4
5/25/2021,Benicia,CA,38.1,-122.2,1
5/25/2021,Cameron,NC,35.3,-79.1,1
5/25/2021,Cary,IL,42.3,-88.2,1
5/25/2021,Cedar Rapids,IA,42,-91.6,1
5/25/2021,Clear Lake,IA,43.1,-93.4,1
5/25/2021,Clearview,ON,44.5,-80.2,1
5/25/2021,Connersville,IN,39.6,-85.2,1
5/25/2021,Deerfield,MA,42.5,-72.6,1
5/25/2021,Diamond,OH,41.1,-81,1
