Date,Town,State/Province,Latitude,Longitude,Number
4/18/2021,Logan,OH,39.5,-82.4,2
4/18/2021,Mannford,OK,36.1,-96.4,1
4/18/2021,Matthews,NC,35,-80.7,1
4/18/2021,Mountain View,CA,37.4,-122.1,1
4/18/2021,Pawleys Island,SC,33.5,-79.1,1
4/18/2021,Port Haywood,VA,37.4,-76.3,1
4/18/2021,Snow Hill,MD,38.2,-75.4,1
4/18/2021,Virginia Beach,VA,36.8,-76.1,1
4/17/2021,Asheville,NC,35.6,-82.5,2
4/17/2021,Candler,NC,35.6,-82.7,1
4/17/2021,Fort Mill,SC,34.9,-80.9,1
4/17/2021,Fountain Valley,CA,33.7,-118,1
4/17/2021,Kingsland,GA,30.8,-81.6,1
4/17/2021,Ladera Ranch,CA,33.6,-117.6,1
4/17/2021,Lilburn,GA,33.8,-84.1,1
4/17/2021,Sacramento,CA,38.6,-121.5,1
4/17/2021,Sonoma,CA,38.3,-122.5,1
4/17/2021,Tucson,AZ,32.2,-110.9,1
4/17/2021,Virginia Beach,VA,36.6,-76.1,1
4/17/2021,Wagoner,OK,35.9,-95.3,1
4/17/2021,Windsor,VA,36.8,-76.7,1
4/16/2021,Clinton,NC,35,-78.3,2
4/16/2021,Greenville,SC,34.8,-82.4,1
4/16/2021,Greenville,SC,34.8,-82.3,1
4/16/2021,Greenville,SC,34.9,-82.4,1
4/16/2021,Jeffersonville,IN,38.3,-85.7,1
4/16/2021,Kinston,NC,35.3,-77.6,1
4/16/2021,Kinston,NC,35.3,-77.6,1
4/16/2021,Kinston,NC,35.3,-77.6,0
4/16/2021,Reddick,FL,29.4,-82.3,1
4/16/2021,Smithville,TN,35.8,-85.8,1
4/16/2021,Weaverville,NC,35.8,-82.5,2
4/15/2021,Bull Shoals,AR,36.4,-92.6,1
4/15/2021,Camp Verde,AZ,34.6,-111.9,1
4/15/2021,Chattanooga,TN,35.1,-85.3,1
4/15/2021,Meridianville,AL,34.9,-86.6,1
4/15/2021,Morganton,NC,35.8,-81.7,1
4/15/2021,Mountain View,CA,37.4,-122.1,1
4/15/2021,Walland,TN,35.8,-83.8,1
4/14/2021,Cape Girardeau,MO,37.3,-89.5,0
4/14/2021,Chapel Hill,NC,35.9,-79,1
4/14/2021,Cherokee,NC,35.5,-83.3,2
4/14/2021,Chesapeake,VA,36.6,-76.2,1
4/14/2021,Cunningham,KS,37.6,-98.4,1
4/14/2021,Dallas,TX,32.9,-96.8,1
4/14/2021,Enid,OK,36.4,-97.9,2
4/14/2021,Florence,KY,39,-84.6,1
4/14/2021,Fort Payne,AL,34.4,-85.7,1
4/14/2021,Gainesville,GA,34.4,-83.8,1
4/14/2021,Hampstead,NC,34.4,-77.7,1
4/14/2021,Knoxville,TN,35.9,-84.2,1
4/14/2021,Lawrenceville,GA,34,-84,1
4/14/2021,Lincolnton,NC,35.5,-81.3,1
4/14/2021,Marietta,GA,34,-84.5,1
4/14/2021,Morganton,NC,35.7,-81.7,1
4/14/2021,Newport News,VA,37.1,-76.5,1
4/14/2021,Newport News,VA,37.1,-76.5,1
4/14/2021,Ooltewah,TN,35.1,-85.1,1
4/14/2021,Ozark,MO,37.1,-93.2,1
4/14/2021,Pensacola,FL,30.4,-87.3,1
4/14/2021,Richmond,VA,37.6,-77.5,1
4/14/2021,San Rafael,CA,38,-122.5,1
4/14/2021,Santa Cruz,CA,37,-122,1
4/14/2021,Summerfield,FL,29,-82.1,2
4/14/2021,Woodstock,GA,34.2,-84.4,1
4/13/2021,Alpharetta,GA,34.1,-84.3,1
4/13/2021,Athens,GA,34,-83.4,1
4/13/2021,Atlanta,GA,33.9,-84.3,1
4/13/2021,Atlanta,GA,33.8,-84.3,1
4/13/2021,Birmingham,AL,33.6,-86.6,1
4/13/2021,Columbus,OH,40,-82.9,1
4/13/2021,Conway,AR,35.1,-92.3,1
4/13/2021,Cypress,TX,30,-95.7,1
4/13/2021,Havertown,PA,40,-75.3,1
4/13/2021,Huntsville,AL,34.9,-86.5,1
4/13/2021,La Fayette,GA,34.7,-85.4,2
4/13/2021,Lawrenceville,GA,34,-84,2
4/13/2021,Maryville,TN,35.7,-84,1
4/13/2021,Nashville,TN,36.1,-86.9,1
4/13/2021,Powell,OH,40.2,-83.2,1
4/13/2021,Salem,SC,34.8,-82.9,1
4/13/2021,Siler City,NC,35.7,-79.3,1
4/13/2021,South Fulton,TN,36.4,-88.9,1
4/13/2021,Summerville,GA,34.4,-85.3,1
4/13/2021,Wake Forest,NC,36,-78.6,1
4/13/2021,Woodstock,GA,34.1,-84.6,1
4/12/2021,Austin,KY,36.8,-86,1
4/12/2021,Burnsville,NC,35.9,-82.3,15
4/12/2021,Chattanooga,TN,35.1,-85.3,1
4/12/2021,Cottonwood,AZ,34.7,-112.1,1
4/12/2021,Denton,TX,33.2,-97.1,3
4/12/2021,Dickson,TN,36,-87.4,1
4/12/2021,Easley,SC,34.8,-82.5,1
4/12/2021,Farragut,TN,35.9,-84.2,1
4/12/2021,Golconda,IL,37.4,-88.7,1
4/12/2021,Gulf Breeze,FL,30.4,-87.2,1
4/12/2021,Loris,SC,34,-79,1
4/12/2021,Murray,KY,36.6,-88.3,1
4/12/2021,Nashville,TN,36.1,-86.9,1
4/12/2021,Nashville,TN,36.2,-86.7,1
4/12/2021,Nashville,TN,36.2,-86.7,1
4/12/2021,Nashville,TN,36.2,-86.7,1
4/12/2021,Old Fort,NC,35.6,-82.2,1
4/12/2021,Pageland,SC,34.7,-80.3,1
4/12/2021,Palmetto,FL,27.5,-82.6,5
4/12/2021,Vinton,VA,37.3,-79.9,1
4/11/2021,Annapolis,MD,39,-76.5,1
4/11/2021,Cape May,NJ,38.9,-74.9,1
4/11/2021,Cedar Vale,KS,37.1,-96.5,1
4/11/2021,Chattanooga,TN,35.1,-85.3,5
4/11/2021,Clarksville,TN,36.5,-87.4,1
4/11/2021,Clovis,NM,34.4,-103.2,1
4/11/2021,Glencoe,OK,36.2,-96.9,1
4/11/2021,Greenville,SC,34.9,-82.5,1
4/11/2021,Grove,OK,36.6,-94.8,1
4/11/2021,Hillsboro,TN,35.4,-86,1
4/11/2021,Jones,OK,35.6,-97.4,1
4/11/2021,Memphis,TN,35.2,-90,1
4/11/2021,Oxford,MS,34.4,-89.6,1
4/11/2021,Ponca City,OK,36.7,-97,0
4/11/2021,Powder Springs,GA,33.9,-84.7,1
4/11/2021,Shawnee,OK,35.3,-97,1
4/11/2021,Socorro,NM,34.2,-107,1
4/11/2021,Springfield,MA,42.1,-72.6,1
4/11/2021,Tulsa,OK,36.2,-95.8,2
4/11/2021,Tulsa,OK,36.1,-96,1
4/11/2021,Virginia Beach,VA,36.8,-76,1
4/10/2021,,TN,35.3,-90.1,1
4/10/2021,Buford,GA,34.1,-83.9,1
4/10/2021,Glasgow,KY,37,-85.9,2
4/10/2021,Goldsboro,NC,35.4,-78,1
4/10/2021,Horsham,PA,40.2,-75.1,1
4/10/2021,Kingston Springs,TN,36.1,-87.1,1
4/10/2021,Largo,FL,27.9,-82.8,1
4/10/2021,Lascassas,TN,35.9,-86.3,1
4/10/2021,Little Rock,AR,34.8,-92.5,1
4/10/2021,Missouri City,TX,29.6,-95.6,1
4/10/2021,Ooltewah,TN,35.2,-85,2
4/10/2021,Seymour,TX,33.7,-99.2,5
4/10/2021,Seymour,TX,33.7,-99.2,5
4/10/2021,Statesboro,GA,32.4,-81.8,1
4/9/2021,Atlanta,GA,33.9,-84.2,1
4/9/2021,Bentonville,AR,36.4,-94.2,1
4/9/2021,Berkeley,CA,37.9,-122.3,1
4/9/2021,Hampton,GA,33.4,-84.3,4
4/9/2021,Hendersonville,NC,35.3,-82.5,1
4/9/2021,Hendersonville,NC,35.4,-82.4,1
4/9/2021,Hermitage,TN,36.2,-86.6,1
4/9/2021,Houston,TX,29.8,-95.6,1
4/9/2021,Lascassas,TN,35.9,-86.3,1
4/9/2021,Mounds,OK,35.9,-96,1
4/9/2021,Newport News,VA,37.1,-76.5,1
4/9/2021,Oklahoma City,OK,35.4,-97.5,1
4/9/2021,Oklahoma City,OK,35.5,-97.5,1
4/9/2021,Summersville,MO,37.1,-91.7,1
4/9/2021,Superior,AZ,33.3,-111.2,1
4/9/2021,Thomson,GA,33.5,-82.5,1
4/9/2021,Vallonia,IN,38.8,-86.1,1
4/9/2021,Willard,MO,37.3,-93.3,1
4/8/2021,Arcadia,CA,34.1,-118.1,1
4/8/2021,Charlotte,NC,35.1,-80.8,1
4/8/2021,Edmond,OK,35.7,-97.5,0
4/8/2021,Franklin,TN,35.9,-86.8,1
4/8/2021,Hogansville,GA,33.1,-84.8,1
4/8/2021,Mayer,AZ,34.3,-112,1
4/8/2021,Paducah,KY,37,-88.7,1
4/8/2021,Piedmont,OK,35.6,-97.8,1
4/8/2021,San Luis Obispo,CA,35.3,-120.6,1
4/8/2021,Steele,AL,33.9,-86.2,1
4/8/2021,Talihina,OK,34.8,-95.1,3
4/8/2021,Taos,NM,36.4,-105.6,1
4/7/2021,Austin,TX,30.2,-97.9,1
4/7/2021,Benson,AZ,32.3,-110.2,1
4/7/2021,Billingsley,AL,32.7,-86.7,1
4/7/2021,Glenwood,NM,33.3,-108.9,3
4/7/2021,Las Cruces,NM,32.3,-106.8,1
4/7/2021,Locust Grove,OK,36.2,-95.2,1
4/7/2021,Marble Falls,TX,30.6,-98.3,1
4/7/2021,Mount Pleasant,SC,32.8,-79.9,2
4/7/2021,Nashville,TN,36.2,-86.7,1
4/7/2021,New Market,TN,36,-83.5,1
4/7/2021,Newbury Park,CA,34.2,-119,1
4/7/2021,Parsons,TN,35.6,-88.1,1
4/7/2021,Petersburg,TN,35.2,-86.7,1
4/7/2021,San Marcos,CA,33.1,-117.2,1
4/7/2021,Simpsonville,SC,34.7,-82.3,1
4/7/2021,Socorro,NM,33.8,-106.9,1
4/7/2021,Sparta,IL,38,-89.7,2
4/7/2021,Tucker,GA,33.8,-84.2,1
4/7/2021,Van Alstyne,TX,33.4,-96.6,1
4/7/2021,Wright City,OK,34.2,-94.9,2
4/6/2021,Arlington,TX,32.8,-97.1,1
4/6/2021,Broken Arrow,OK,36.1,-95.8,2
4/6/2021,Charleston,SC,32.8,-80,1
4/6/2021,Dallas,TX,32.7,-96.8,1
4/6/2021,Elgin,OK,34.8,-98.3,0
4/6/2021,Fayetteville,AR,36.1,-94.2,1
4/6/2021,Fletcher,OK,34.8,-98.2,1
4/6/2021,Greenbrier,AR,35.2,-92.4,2
4/6/2021,Greensboro,NC,36.1,-79.8,1
4/6/2021,Hazelwood,MO,38.8,-90.4,1
4/6/2021,Hillsborough,NC,36,-79.2,1
4/6/2021,Hillsborough,NC,36,-79.2,1
4/6/2021,Joplin,MO,37.1,-94.5,1
4/6/2021,Kennesaw,GA,34,-84.6,1
4/6/2021,Luther,OK,35.7,-97.2,1
4/6/2021,Mills River,NC,35.4,-82.6,1
4/6/2021,Mounds,OK,35.9,-95.9,1
4/6/2021,Oklahoma City,OK,35.5,-97.6,1
4/6/2021,Russellville,AR,35.3,-93.1,1
4/6/2021,Santa Fe,NM,35.8,-106.2,0
4/6/2021,Seneca,MO,36.8,-94.6,1
4/6/2021,Springville,TN,36.3,-88.1,1
4/6/2021,Summerton,SC,33.5,-80.3,1
4/6/2021,Toronto,ON,43.7,-79.3,1
4/6/2021,West Columbia,SC,34,-81.1,1
4/6/2021,Wilkesboro,NC,36.1,-81.1,1
4/6/2021,Wooster,AR,35.2,-92.4,2
4/5/2021,Albuquerque,NM,35.1,-106.6,1
4/5/2021,Brentwood,TN,36,-86.8,1
4/5/2021,Camp Verde,AZ,34.6,-111.9,1
4/5/2021,Cape Girardeau,MO,37.3,-89.5,1
4/5/2021,Decatur,GA,33.7,-84.2,1
4/5/2021,Edmond,OK,35.7,-97.5,1
4/5/2021,Glendale,AZ,33.5,-112.2,1
4/5/2021,Harrah,OK,35.5,-97.2,1
4/5/2021,Haskell,OK,35.8,-95.7,1
4/5/2021,Las Cruces,NM,32.5,-106.9,1
4/5/2021,Okatie,SC,32.3,-81,1
4/5/2021,Stillwater,OK,36.1,-97.1,1
4/5/2021,Tulsa,OK,36.2,-95.9,2
4/5/2021,Tulsa,OK,36.2,-96,1
4/4/2021,Brighton,MO,37.4,-93.4,1
4/4/2021,Bucyrus,KS,38.7,-94.7,1
4/4/2021,Bucyrus,KS,38.7,-94.7,1
4/4/2021,Cape Girardeau,MO,37.3,-89.6,1
4/4/2021,College Station,TX,30.6,-96.3,1
4/4/2021,Edmond,OK,35.7,-97.5,1
4/4/2021,Las Vegas,NM,35.6,-105.2,1
4/4/2021,Meno,OK,36.4,-98.2,1
4/4/2021,Oklahoma City,OK,35.5,-97.6,1
4/4/2021,Oklahoma City,OK,35.5,-97.6,1
4/4/2021,Riverside,CA,34,-117.3,1
4/4/2021,Riverside,CA,34,-117.3,1
4/4/2021,Tallahassee,FL,30.4,-84.3,1
4/4/2021,The Colony,TX,33,-96.9,2
4/4/2021,Tulsa,OK,36.2,-96,1
4/4/2021,Tulsa,OK,36.1,-95.9,1
4/4/2021,Tuttle,OK,35.3,-97.7,1
4/3/2021,Bluffton,SC,32.2,-81,1
4/3/2021,Broken Arrow,OK,36.1,-95.8,1
4/3/2021,Broken Arrow,OK,36.1,-95.8,1
4/3/2021,Chandler,TX,32.3,-95.5,1
4/3/2021,Gordonville,TX,33.9,-96.9,2
4/3/2021,Grove,OK,36.7,-94.8,1
4/3/2021,Guthrie,OK,35.8,-97.4,1
4/3/2021,Jacksboro,TX,33.3,-98.2,1
4/3/2021,Lawton,OK,34.6,-98.3,1
4/3/2021,Metairie,LA,30,-90.2,1
4/3/2021,Murray,KY,36.6,-88.1,1
4/3/2021,Murray,KY,36.6,-88.1,1
4/3/2021,New Caney,TX,30.2,-95.2,2
4/3/2021,Poway,CA,33,-117,2
4/2/2021,Alvord,TX,33.4,-97.7,1
4/2/2021,Brenham,TX,30.1,-96.4,1
4/2/2021,Heavener,OK,34.9,-94.6,2
4/2/2021,Memphis,TN,35.2,-90,1
4/2/2021,Pensacola,FL,30.5,-87.4,1
4/2/2021,San Antonio,TX,29.6,-98.4,4
4/2/2021,Santa Monica,CA,34,-118.5,1
4/2/2021,Tulsa,OK,36.1,-96,1
4/2/2021,Vian,OK,35.5,-95,2
4/1/2021,Arlington,TX,32.7,-97.2,1
4/1/2021,Arlington,TX,32.7,-97.2,1
4/1/2021,Dallas,TX,32.9,-96.7,2
4/1/2021,Guyton,GA,32.2,-81.3,1
4/1/2021,Lake,MS,32.3,-89.4,2
4/1/2021,Los Angeles,CA,34.1,-118.2,1
4/1/2021,North Richland Hills,TX,32.8,-97.2,1
4/1/2021,Scroggins,TX,33,-95.2,1
3/31/2021,Albany,GA,31.6,-84.3,1
3/31/2021,Conway,SC,33.9,-79,1
3/31/2021,Dallas,TX,32.9,-96.8,1
3/31/2021,Fort Worth,TX,32.7,-97.5,0
3/31/2021,Grapevine,TX,32.9,-97.1,1
3/31/2021,King,ON,44,-79.5,1
3/31/2021,La Place,LA,30.1,-90.5,9
3/31/2021,Pass Christian,MS,30.4,-89.3,1
3/31/2021,Saint Simons Island,GA,31.2,-81.4,1
3/31/2021,Saint Simons Island,GA,31.2,-81.4,1
3/30/2021,Beaufort,NC,34.7,-76.6,0
3/30/2021,Beaufort,NC,34.7,-76.6,0
3/30/2021,Beaufort,NC,34.7,-76.6,0
3/30/2021,Cantonment,FL,30.6,-87.4,1
3/30/2021,Crowley,TX,32.6,-97.4,3
3/30/2021,Fairhope,AL,30.5,-87.9,1
3/30/2021,Fairhope,AL,30.5,-87.9,1
3/30/2021,Huntington Beach,CA,33.7,-118,1
3/30/2021,Laguna Niguel,CA,33.6,-117.7,1
3/30/2021,Lillian,AL,30.4,-87.4,1
3/30/2021,Lufkin,TX,31.3,-94.7,1
3/30/2021,Montrose,CA,34.2,-118.2,3
3/30/2021,Plains,GA,32,-84.4,1
3/30/2021,Plains,GA,32,-84.4,1
3/30/2021,Plains,GA,32,-84.4,1
3/30/2021,Tustin,CA,33.8,-117.8,1
3/29/2021,Adairsville,GA,34.4,-84.9,1
3/29/2021,Atlanta,GA,33.9,-84.3,1
3/29/2021,Carlsbad,CA,33.1,-117.3,1
3/29/2021,Florence,MS,32.1,-90.2,1
3/29/2021,Greenville,SC,34.9,-82.4,1
3/29/2021,Heath,TX,32.8,-96.5,1
3/29/2021,Holly Ridge,NC,34.5,-77.6,1
3/29/2021,Horseshoe Bay,TX,30.6,-98.4,3
3/29/2021,Iowa Park,TX,34,-98.7,1
3/29/2021,Kenefic,OK,34.1,-96.4,1
3/29/2021,Lacombe,LA,30.3,-89.9,1
3/29/2021,Maryville,TN,35.8,-84,1
3/29/2021,Mckinney,TX,33.2,-96.7,1
3/29/2021,Mount Enterprise,TX,32,-94.7,7
3/29/2021,Rome,GA,34.3,-85.2,1
3/29/2021,Texarkana,TX,33.4,-94,1
3/28/2021,Anna,TX,33.4,-96.5,1
3/28/2021,Arlington,TX,32.7,-97.1,1
3/28/2021,Belvedere Tiburon,CA,37.9,-122.5,1
3/28/2021,Belvedere Tiburon,CA,37.9,-122.5,1
3/28/2021,El Paso,TX,31.9,-106.5,1
3/28/2021,Euless,TX,32.8,-97.1,1
3/28/2021,Georgetown,TX,30.6,-97.7,2
3/28/2021,Jonesboro,GA,33.5,-84.2,1
3/28/2021,Kingston,OK,34,-96.6,1
3/28/2021,Okatie,SC,32.3,-80.9,1
3/28/2021,Plano,TX,33,-96.7,1
3/28/2021,Richardson,TX,33,-96.7,2
3/28/2021,Richmond Hill,GA,31.9,-81.3,0
3/28/2021,Sachse,TX,33,-96.6,1
3/28/2021,Stephenville,TX,32.2,-98.2,1
3/28/2021,Thackerville,OK,33.8,-97.1,1
3/28/2021,Tulsa,OK,36.1,-96,1
3/28/2021,Tulsa,OK,36.1,-96,1
3/28/2021,Tulsa,OK,36.1,-96,1
3/27/2021,Anna,TX,33.4,-96.6,1
3/27/2021,Arlington,TX,32.6,-97.1,1
3/27/2021,Bryan,TX,30.6,-96.4,1
3/27/2021,Chino Hills,CA,33.9,-117.7,1
3/27/2021,Farmersville,TX,33.2,-96.3,1
3/27/2021,Guthrie,OK,35.9,-97.4,4
3/27/2021,Henryetta,OK,35.5,-95.8,1
3/27/2021,Kingsbury,TX,29.7,-97.8,1
3/27/2021,Mandeville,LA,30.4,-90,1
3/27/2021,Oklahoma City,OK,35.5,-97.5,1
3/27/2021,Petaluma,CA,38.2,-122.6,1
3/27/2021,Rosenberg,TX,29.5,-95.8,1
3/27/2021,Temple City,CA,34.1,-118.1,1
3/26/2021,Abilene,TX,32.5,-99.7,2
3/26/2021,Arlington,TX,32.7,-97.1,1
3/26/2021,Austin,TX,30.4,-98,4
3/26/2021,Baton Rouge,LA,30.4,-91.2,2
3/26/2021,Baton Rouge,LA,30.4,-91,1
3/26/2021,Berkeley,CA,37.8,-122.3,2
3/26/2021,Bossier City,LA,32.5,-93.7,1
3/26/2021,Bossier City,LA,32.5,-93.7,1
3/26/2021,Cedar Park,TX,30.5,-97.8,1
3/26/2021,Checotah,OK,35.3,-95.6,1
3/26/2021,Coppell,TX,33,-97,1
3/26/2021,Crowley,LA,30.2,-92.4,1
3/26/2021,Dallas,TX,32.8,-96.7,1
3/26/2021,Dallas,TX,32.9,-96.7,1
3/26/2021,Elk Falls,KS,37.4,-96.2,1
3/26/2021,Elkins Park,PA,40.1,-75.1,
3/26/2021,Garland,TX,32.9,-96.7,4
3/26/2021,Gordonville,TX,33.8,-96.9,4
3/26/2021,Granbury,TX,32.4,-97.8,4
3/26/2021,Hilton Head Island,SC,32.2,-80.8,1
3/26/2021,Jacksonville,FL,30.2,-81.6,1
3/26/2021,Jekyll Island,GA,31.1,-81.4,1
3/26/2021,Kemp,TX,32.4,-96.2,1
3/26/2021,Las Cruces,NM,32.3,-106.8,1
3/26/2021,Mansfield,TX,32.6,-97.1,1
3/26/2021,Merigold,MS,33.8,-90.7,1
3/26/2021,Missouri City,TX,29.6,-95.6,1
3/26/2021,Mountain View,CA,37.4,-122.1,1
3/26/2021,New Bern,NC,35.1,-77.1,1
3/26/2021,Novato,CA,38.1,-122.6,1
3/26/2021,Ozark,AL,31.5,-85.6,1
3/26/2021,Pitkin,LA,30.9,-92.9,1
3/26/2021,Richardson,TX,32.9,-96.7,1
3/26/2021,Shreveport,LA,32.5,-93.7,1
3/26/2021,Spring,TX,30,-95.5,1
3/26/2021,Stamford,TX,32.9,-99.9,2
3/26/2021,Stephenville,TX,32.2,-98.2,1
3/26/2021,Vero Beach,FL,27.6,-80.4,2
3/26/2021,Waurika,OK,34.3,-98,3
3/26/2021,Wichita,KS,37.7,-97.3,1
3/25/2021,Bryan,TX,30.6,-96.4,1
3/25/2021,Cleburne,TX,32.4,-97.6,2
3/25/2021,Kemp,TX,32.4,-96.2,3
3/25/2021,Kemp,TX,32.4,-96.2,3
3/25/2021,La Porte,TX,29.7,-95.1,1
3/25/2021,Missouri City,TX,29.6,-95.6,1
3/25/2021,Orange,CA,33.8,-117.9,1
3/25/2021,Orange,CA,33.8,-117.9,1
3/25/2021,Picayune,MS,30.5,-89.7,1
3/25/2021,Pointblank,TX,30.8,-95.2,0
3/25/2021,Rule,TX,33.2,-99.9,2
3/25/2021,Spring,TX,30,-95.5,2
3/25/2021,Sugar Land,TX,29.6,-95.6,1
3/25/2021,Sugar Land,TX,29.6,-95.6,1
3/25/2021,Tupelo,MS,34.2,-88.7,0
3/25/2021,Waxahachie,TX,32.5,-96.9,1
3/25/2021,Waxahachie,TX,32.5,-96.9,1
3/25/2021,Waxahachie,TX,32.5,-96.9,1
3/24/2021,Austin,TX,30.2,-97.8,2
3/24/2021,Dallas,TX,32.9,-96.7,1
3/24/2021,Dublin,TX,32.1,-98.3,1
3/24/2021,Dunnellon,FL,29.1,-82.4,1
3/24/2021,Fort Worth,TX,32.7,-97.4,1
3/24/2021,Gunter,TX,33.4,-96.7,1
3/24/2021,Gunter,TX,33.4,-96.7,1
3/24/2021,Gunter,TX,33.4,-96.7,1
3/24/2021,Gunter,TX,33.4,-96.7,1
3/24/2021,Hammond,LA,30.4,-90.5,1
3/24/2021,Irving,TX,32.9,-96.9,1
3/24/2021,Liberty Hill,TX,30.7,-97.9,3
3/24/2021,Mansfield,TX,32.6,-97.1,2
3/24/2021,Marietta,TX,33.1,-94.5,1
3/24/2021,Mendenhall,MS,32,-89.8,1
3/24/2021,Mission,TX,26.2,-98.4,1
3/24/2021,Nacogdoches,TX,31.6,-94.6,4
3/24/2021,Oakland,CA,37.8,-122.3,1
3/24/2021,Paris,TX,33.7,-95.6,1
3/24/2021,Sealy,TX,29.8,-96.2,1
3/24/2021,Thousand Oaks,CA,34.2,-118.9,1
3/24/2021,Warren,AR,33.6,-92.1,0
3/23/2021,Austin,TX,30.3,-97.9,1
3/23/2021,Bossier City,LA,32.5,-93.7,1
3/23/2021,Canton,TX,32.5,-96,1
3/23/2021,Garland,TX,32.9,-96.6,3
3/23/2021,Helotes,TX,29.6,-98.8,2
3/23/2021,Hye,TX,30.2,-98.6,2
3/23/2021,Jacksonville,TX,32,-95.3,1
3/23/2021,Kerrville,TX,30.1,-99.1,1
3/23/2021,Missouri City,TX,29.6,-95.6,1
3/23/2021,Roanoke,TX,33,-97.2,1
3/23/2021,San Antonio,TX,29.4,-98.5,1
3/23/2021,Temple,TX,31.1,-97.4,1
3/23/2021,Zachary,LA,30.7,-91.2,1
3/22/2021,Baton Rouge,LA,30.4,-91.1,1
3/22/2021,Baton Rouge,LA,30.4,-91.1,1
3/22/2021,Gretna,LA,29.9,-90.1,1
3/22/2021,Gulf Shores,AL,30.2,-87.7,1
3/22/2021,La Jolla,CA,32.8,-117.3,1
3/22/2021,La Puente,CA,34,-118,4
3/22/2021,Little Rock,AR,34.8,-92.3,1
3/22/2021,Mc Dade,TX,30.3,-97.2,1
3/22/2021,Roland,AR,34.8,-92.5,1
3/22/2021,Savannah,GA,32,-81,1
3/22/2021,West Covina,CA,34.1,-118,1
3/21/2021,Anna,TX,33.3,-96.6,1
3/21/2021,Austin,TX,30.2,-97.9,1
3/21/2021,Crawfordville,FL,30.2,-84.2,1
3/21/2021,Denton,TX,33.3,-97.1,1
3/21/2021,East Bernard,TX,29.5,-96.1,1
3/21/2021,Gulf Shores,AL,30.3,-87.6,2
3/21/2021,Hacienda Heights,CA,34,-118,1
3/21/2021,Jefferson City,MO,38.6,-92.2,1
3/21/2021,Lake Charles,LA,30.2,-93.3,1
3/21/2021,Lake Charles,LA,30.2,-93.3,1
3/21/2021,Laredo,TX,27.5,-99.5,0
3/21/2021,Montgomery,TX,30.3,-95.6,1
3/21/2021,Ocean Springs,MS,30.4,-88.8,1
3/21/2021,Roland,AR,34.8,-92.5,1
3/21/2021,South Pasadena,CA,34.1,-118.2,1
3/21/2021,Sunnyvale,CA,37.4,-122,0
3/20/2021,Arlington,TX,32.7,-97.1,1
3/20/2021,Bixby,OK,36,-95.9,1
3/20/2021,Conway,AR,35.1,-92.3,1
3/20/2021,Cypress,TX,29.9,-95.7,1
3/20/2021,De Kalb,TX,33.5,-94.6,2
3/20/2021,Hacienda Heights,CA,34,-118,1
3/20/2021,Kemp,TX,32.3,-96.2,2
3/20/2021,Mansfield,TX,32.6,-97.1,1
3/20/2021,Mathis,TX,28.2,-97.9,3
3/20/2021,Mount Vernon,TX,33.1,-95.2,1
3/20/2021,Simi Valley,CA,34.3,-118.8,1
3/20/2021,Sugar Land,TX,29.6,-95.7,1
3/20/2021,Washington,AR,33.8,-93.8,15
3/20/2021,West Covina,CA,34.1,-118,1
3/20/2021,Whittier,CA,34,-118.1,2
3/20/2021,Whittier,CA,34,-118.1,1
3/19/2021,Boerne,TX,29.7,-98.7,1
3/19/2021,Fayetteville,AR,36.1,-94.2,1
3/19/2021,Fort Worth,TX,32.9,-97.4,0
3/19/2021,Galveston,TX,29.3,-94.8,1
3/19/2021,Houston,TX,29.8,-95.4,1
3/19/2021,La Verne,CA,34.1,-117.8,1
3/19/2021,Portland,TX,27.9,-97.3,2
3/19/2021,Woodway,TX,31.5,-97.3,8
3/18/2021,Missouri City,TX,29.6,-95.6,1
3/18/2021,Morgan City,LA,29.7,-91.2,4
3/18/2021,San Benito,TX,26.1,-97.6,2
3/18/2021,Texas City,TX,29.4,-95,15
3/17/2021,Austin,TX,30.3,-97.8,1
3/17/2021,Fitzgerald,GA,31.8,-83.2,1
3/17/2021,Gainesville,FL,29.7,-82.3,1
3/17/2021,Harlingen,TX,26.2,-97.7,1
3/17/2021,Houston,TX,30,-95.5,1
3/17/2021,Kingwood,TX,30,-95.1,2
3/17/2021,Kingwood,TX,30,-95.2,1
3/17/2021,Matagorda,TX,28.6,-96,50
3/17/2021,Matagorda,TX,28.6,-96,18
3/17/2021,Mesquite,TX,32.8,-96.6,1
3/17/2021,Mission Viejo,CA,33.6,-117.7,1
3/17/2021,Moorpark,CA,34.3,-118.9,0
3/17/2021,Plaquemine,LA,30.3,-91.2,1
3/17/2021,Port O Connor,TX,28.5,-96.4,1
3/17/2021,Prairieville,LA,30.3,-91,1
3/17/2021,San Antonio,TX,29.5,-98.5,1
3/17/2021,Spring,TX,30.2,-95.5,1
3/17/2021,Temple,TX,31,-97.3,1
3/16/2021,Austin,TX,30.3,-97.7,3
3/16/2021,Austin,TX,30.3,-97.7,1
3/16/2021,Benbrook,TX,32.7,-97.4,2
3/16/2021,Blanco,TX,30,-98.3,1
3/16/2021,Bradenton,FL,27.5,-82.6,1
3/16/2021,Bryan,TX,30.7,-96.4,1
3/16/2021,Dallas,TX,32.8,-96.8,2
3/16/2021,Dallas,TX,32.8,-96.8,1
3/16/2021,Dallas,TX,32.9,-96.8,1
3/16/2021,Dallas,TX,32.8,-96.8,2
