Tag Code,Report Season,Location
HBS302,2006,El Rosario
HBS385,2006,El Rosario
HBT010,2006,El Rosario
HBT983,2006,El Rosario
HBU924,2006,El Rosario
HBU931,2006,El Rosario
HBU937,2006,El Rosario
HBW286,2006,El Rosario
HBW327,2006,Sierra Chincua
HBW356,2006,El Rosario
HBW873,2006,Cerro Pelon
HCA164,2006,Cerro Pelon
HCB784,2006,El Rosario
HCC042,2006,Cerro Pelon
HCC222,2006,El Rosario
HCC980,2006,Sierra Chincua
HCC981,2006,El Rosario
HCC982,2006,El Rosario
HCC984,2006,El Rosario
HCC989,2006,El Rosario
HCE052,2006,El Rosario
HCE202,2006,Cerro Pelon
HCE227,2006,Piedra Herrada
HCE698,2006,Sierra Chincua
HCG414,2006,Cerro Pelon
HCG992,2006,El Rosario
HCH245,2006,Cerro Pelon
HCH254,2006,Cerro Pelon
HCH315,2006,El Rosario
HCH754,2006,El Rosario
HCH774,2006,El Rosario
HCJ353,2006,El Rosario
HCJ394,2006,El Rosario
HCJ795,2006,El Rosario
HCJ820,2006,El Rosario
HCJ867,2006,El Rosario
HCL218,2006,El Rosario
HCM160,2006,El Rosario
HCM412,2006,El Rosario
HCP741,2006,Sierra Chincua
HCS059,2006,El Rosario
HCS230,2006,El Rosario
HCU716,2006,El Rosario
HCU903,2006,El Rosario
HCW640,2006,El Rosario
HCW768,2006,Cerro Pelon
HCY254,2006,El Rosario
HCY263,2006,El Rosario
HCY264,2006,El Rosario
HCY337,2006,El Rosario
HCY892,2006,El Rosario
HCY967,2006,El Rosario
HCZ893,2006,El Rosario
HEB005,2006,El Rosario
HEB238,2006,Chivati-Huacal
HEB459,2006,El Rosario
HEC563,2006,El Rosario
HEE043,2006,Sierra Chincua
HEE936,2006,El Rosario
HEG299,2006,Sierra Chincua
HEG339,2006,El Rosario
HEG437,2006,El Rosario
HEH112,2006,Sierra Chincua
HEH353,2006,El Rosario
HEH408,2006,El Rosario
HEH853,2006,El Rosario
HEH963,2006,Sierra Chincua
HEJ333,2006,Sierra Chincua
HEL753,2006,El Rosario
HEL866,2006,El Rosario
HEN273,2006,Cerro Pelon
HEN330,2006,El Rosario
HEN331,2006,El Rosario
HEN350,2006,Cerro Altamirano
HEP147,2006,El Rosario
HER921,2006,El Rosario
HES119,2006,El Rosario
HES247,2006,El Rosario
HES430,2006,El Rosario
HES933,2006,El Rosario
HET073,2006,El Rosario
HET410,2006,El Rosario
HET438,2006,El Rosario
HET552,2006,El Rosario
HET571,2006,El Rosario
HET696,2006,El Rosario
HEU159,2006,Sierra Chincua
HEU279,2006,El Rosario
HEU321,2006,El Rosario
HEU967,2006,El Rosario
HEU990,2006,Cerro Pelon
HEU997,2006,El Rosario
HEW183,2006,Sierra Chincua
HEW193,2006,Sierra Chincua
HEW221,2006,El Rosario
HEW407,2006,El Rosario
HEW461,2006,El Rosario
HEW722,2006,El Rosario
HEX034,2006,El Rosario
HEX082,2006,El Rosario
HEX288,2006,Sierra Chincua
HEX391,2006,Cerro Pelon
HEX481,2006,Cerro Pelon
HEX492,2006,El Rosario
HEX588,2006,El Rosario
HEX618,2006,El Rosario
HEX743,2006,Mil Cumbres
HEX920,2006,El Rosario
HEX947,2006,El Rosario
HEX956,2006,El Rosario
HEY330,2006,El Rosario
HEY635,2006,Piedra Herrada
HEY830,2006,El Rosario
HEY860,2006,El Rosario
HEZ539,2006,El Rosario
HEZ589,2006,El Rosario
HEZ595,2006,El Rosario
HGA271,2006,El Rosario
HGA801,2006,Cerro Pelon
HGA893,2006,El Rosario
HGB140,2006,Cerro Pelon
HGB533,2006,El Rosario
HGB676,2006,El Rosario
HGC117,2006,El Rosario
HGC319,2006,El Rosario
HGE691,2006,El Rosario
HGE735,2006,El Rosario
HGE739,2006,El Rosario
HGE750,2006,Sierra Chincua
HGG727,2006,El Rosario
HGG729,2006,El Rosario
HGH179,2006,El Rosario
HGJ076,2006,El Rosario
HGL680,2006,El Rosario
HGL720,2006,El Rosario
HGN381,2006,El Rosario
HGN414,2006,El Rosario
HGN490,2006,El Rosario
HGN519,2006,Cerro Pelon
HGN715,2006,El Rosario
HGR086,2006,El Rosario
HGR697,2006,Cerro Altamirano
HGS030,2006,El Rosario
HGS186,2006,El Rosario
HGS301,2006,El Rosario
HGS397,2006,El Rosario
HGS747,2006,Chivati-Huacal
HGS820,2006,El Rosario
HGT216,2006,Cerro Pelon
HGT279,2006,Cerro Pelon
HGT311,2006,Sierra Chincua
HGT449,2006,El Rosario
HGT995,2006,El Rosario
HGU356,2006,Cerro Pelon
HGU542,2006,El Rosario
HGU546,2006,El Rosario
HGU602,2006,El Rosario
HGX291,2006,El Rosario
HGX597,2006,El Rosario
HGX735,2006,El Rosario
HGY034,2006,Cerro Pelon
HGY259,2006,El Rosario
HGY260,2006,El Rosario
HGY467,2006,El Rosario
HGY524,2006,El Rosario
HGY547,2006,Cerro Pelon
HGY797,2006,El Rosario
HGZ557,2006,Cerro Pelon
HGZ657,2006,El Rosario
HGZ799,2006,El Rosario
HGZ928,2006,El Rosario
HHA721,2006,El Rosario
HHA951,2006,El Rosario
HHB246,2006,Piedra Herrada
HHB532,2006,El Rosario
HHB589,2006,El Rosario
HHB611,2006,El Rosario
HHB709,2006,Sierra Chincua
HHB853,2006,El Rosario
HHC004,2006,El Rosario
HHC139,2006,El Rosario
HHC172,2006,Sierra Chincua
HHC367,2006,El Rosario
HHC726,2006,El Rosario
HHE228,2006,El Rosario
HHE305,2006,El Rosario
HHE576,2006,El Rosario
HHG548,2006,El Rosario
HHG630,2006,El Rosario
HHH317,2006,Sierra Chincua
HHH594,2006,Sierra Chincua
HHH634,2006,El Rosario
HHH712,2006,El Rosario
HHH731,2006,El Rosario
HHH900,2006,El Rosario
HHH918,2006,El Rosario
HHH994,2006,El Rosario
HHJ086,2006,El Rosario
HHJ109,2006,El Rosario
HHJ152,2006,El Rosario
HHJ153,2006,El Rosario
HHJ240,2006,El Rosario
HHJ246,2006,El Rosario
HHJ362,2006,El Rosario
HHJ578,2006,Piedra Herrada
HHJ583,2006,El Rosario
HHJ804,2006,El Rosario
HHJ847,2006,El Rosario
HHJ870,2006,El Rosario
HHJ884,2006,El Rosario
HHL352,2006,Chivati-Huacal
HHL393,2006,El Rosario
HHL631,2006,El Rosario
HHL780,2006,El Rosario
HHL976,2006,El Rosario
HHM678,2006,Sierra Chincua
HHM741,2006,El Rosario
HHM791,2006,Cerro Pelon
HHM808,2006,El Rosario
HHM889,2006,Sierra Chincua
HHN304,2006,El Rosario
HHP095,2006,El Rosario
HHP162,2006,El Rosario
HHP324,2006,El Rosario
HHR227,2006,El Rosario
HHR411,2006,El Rosario
HHU700,2006,El Rosario
HHY396,2006,El Rosario
HHY592,2006,El Rosario
HHZ147,2006,El Rosario
HJE383,2006,El Rosario
HJE857,2006,El Rosario
HJE871,2006,El Rosario
HJG565,2006,El Rosario
HJG671,2006,El Rosario
HJG682,2006,El Rosario
HJG820,2006,El Rosario
HJH404,2006,El Rosario
HJJ360,2006,El Rosario
HJM169,2006,El Rosario
HJN001,2006,El Rosario
HJN533,2006,El Rosario
HJN575,2006,El Rosario
HJN583,2006,Sierra Chincua
HJN684,2006,El Rosario
HJN716,2006,Sierra Chincua
HJN718,2006,El Rosario
HJN773,2006,El Rosario
HJN924,2006,El Rosario
HJP074,2006,El Rosario
HJP372,2006,Cerro Pelon
HJP515,2006,El Rosario
HJP562,2006,El Rosario
HJP607,2006,El Rosario
HJP640,2006,El Rosario
HJP753,2006,El Rosario
HJW700,2006,El Rosario
HLB851,2006,El Rosario
HLC627,2006,El Rosario
HLC929,2006,El Rosario
HLE581,2006,El Rosario
HLG248,2006,Cerro Pelon
HLG435,2006,El Rosario
HLG854,2006,El Rosario
HLH133,2006,Sierra Chincua
HLH313,2006,El Rosario
HLH381,2006,El Rosario
HLH397,2006,El Rosario
HLH756,2006,El Rosario
HLH925,2006,El Rosario
HLH977,2006,El Rosario
HLJ048,2006,Sierra Chincua
HLJ139,2006,El Rosario
HLJ602,2006,El Rosario
HLL338,2006,El Rosario
HLL523,2006,El Rosario
HLM675,2006,El Rosario
HLM679,2006,El Rosario
HLM755,2006,El Rosario
HLM805,2006,Sierra Chincua
HLM825,2006,Sierra Chincua
HLM965,2006,El Rosario
HLM966,2006,El Rosario
HLM975,2006,El Rosario
HLN249,2006,El Rosario
HLN304,2006,El Rosario
HLN484,2006,El Rosario
HLN586,2006,El Rosario
HLN650,2006,El Rosario
HLN772,2006,El Rosario
HLP379,2006,Cerro Pelon
HLR483,2006,El Rosario
HLR575,2006,El Rosario
HLR708,2006,Sierra Chincua
HLS443,2006,El Rosario
HLS454,2006,Sierra Chincua
HLS473,2006,El Rosario
HLS543,2006,El Rosario
HLT078,2006,El Rosario
HLT221,2006,El Rosario
HLT242,2006,Sierra Chincua
HLT320,2006,Cerro Pelon
HLT462,2006,Piedra Herrada
HLT471,2006,El Rosario
HLT509,2006,El Rosario
HLT883,2006,El Rosario
HLT934,2006,Sierra Chincua
HLW999,2006,El Rosario
HLX143,2006,El Rosario
HLX213,2006,Sierra Chincua
HLX406,2006,El Rosario
HLX687,2006,El Rosario
HLX954,2006,El Rosario
NA349,2006,El Rosario
PB428,2006,Sierra Chincua
QG903,2006,El Rosario
QS834,2006,El Rosario
TR191,2006,El Rosario
031QP,2005,El Rosario
038RQ,2005,El Rosario
104XW,2005,El Rosario
106MW,2005,El Rosario
111XW,2005,El Rosario
161YL,2005,El Rosario
273LK,2005,El Rosario
342LU,2005,Cerro Pelon
397NN,2005,El Rosario
463ZX,2005,El Rosario
540OB,2005,El Rosario
591XA,2005,El Rosario
718HW,2005,El Rosario
779SE,2005,El Rosario
831HW,2005,El Rosario
831JP,2005,El Rosario
876NJ,2005,El Rosario
ABB672,2005,El Rosario
ABK571,2005,El Rosario
ABY264,2005,El Rosario
ACA625,2005,El Rosario
ACF217,2005,El Rosario
ACH844,2005,Sierra Chincua
ACJ381,2005,El Rosario
ACJ388,2005,El Rosario
ACL890,2005,El Rosario
ACL929,2005,El Rosario
ACL987,2005,El Rosario
ACN077,2005,El Rosario
ACU221,2005,El Rosario
ACY649,2005,El Rosario
ACZ721,2005,El Rosario
ADD851,2005,El Rosario
ADJ627,2005,El Rosario
ADR065,2005,El Rosario
ADS543,2005,El Rosario
ADS546,2005,El Rosario
ADS673,2005,El Rosario
ADS835,2005,El Rosario
ADT006,2005,El Rosario
ADW716,2005,El Rosario
ADY679,2005,El Rosario
AED212,2005,El Rosario
AED475,2005,El Rosario
AEF133,2005,El Rosario
AEF728,2005,El Rosario
AEF823,2005,El Rosario
AEF833,2005,El Rosario
AEI287,2005,El Rosario
AEJ107,2005,El Rosario
AEJ372,2005,El Rosario
AEJ733,2005,El Rosario
AEO804,2005,El Rosario
AER959,2005,Sierra Chincua
AER990,2005,Angangueo
AES362,2005,El Rosario
AEW174,2005,El Rosario
AEY192,2005,El Rosario
AEZ727,2005,El Rosario
AFK072,2005,El Rosario
AFU937,2005,El Rosario
AGA421,2005,El Rosario
AGA740,2005,Sierra Chincua
AGB406,2005,El Rosario
AGC211,2005,El Rosario
AGC742,2005,El Rosario
AGD267,2005,El Rosario
AGD675,2005,El Rosario
AGF791,2005,El Rosario
AGG499,2005,El Rosario
AGG536,2005,El Rosario
AGM644,2005,El Rosario
AGR139,2005,El Rosario
AGR332,2005,El Rosario
AGR912,2005,El Rosario
AGS579,2005,El Rosario
AGS620,2005,El Rosario
AHA121,2005,El Rosario
AHE105,2005,El Rosario
AHF249,2005,El Rosario
AHN092,2005,El Rosario
AHR281,2005,El Rosario
AHX475,2005,El Rosario
AIF605,2005,Sierra Chincua
AIH106,2005,El Rosario
AIL173,2005,El Rosario
AIN091,2005,El Rosario
AIN774,2005,El Rosario
AIR226,2005,El Rosario
AIX661,2005,El Rosario
AJA500,2005,El Rosario
AJH844,2005,El Rosario
AJJ191,2005,El Rosario
AJJ254,2005,El Rosario
AJJ297,2005,El Rosario
AJO448,2005,El Rosario
AJP038,2005,El Rosario
AJU137,2005,El Rosario
AJU900,2005,El Rosario
AJX704,2005,El Rosario
AJY378,2005,El Rosario
AJZ070,2005,El Rosario
BCX213,2005,El Rosario
BDD057,2005,El Rosario
BDD261,2005,El Rosario
BDD401,2005,El Rosario
BEA858,2005,El Rosario
BEC103,2005,El Rosario
BEH190,2005,El Rosario
BEO206,2005,El Rosario
BES919,2005,El Rosario
BEZ992,2005,El Rosario
BFG115,2005,El Rosario
BFL133,2005,El Rosario
BGS523,2005,El Rosario
BH999,2005,El Rosario
BHM789,2005,El Rosario
BHQ653,2005,El Rosario
BJ694,2005,El Rosario
BKO033,2005,El Rosario
BKR959,2005,El Rosario
BKS043,2005,El Rosario
BKS044,2005,El Rosario
BKS143,2005,El Rosario
BKS257,2005,El Rosario
BKU279,2005,El Rosario
BKU327,2005,El Rosario
BLC534,2005,El Rosario
BLC593,2005,El Rosario
BLC628,2005,El Rosario
BLC729,2005,El Rosario
BLC966,2005,El Rosario
BLC995,2005,El Rosario
BLD160,2005,El Rosario
BLD251,2005,El Rosario
BLR397,2005,El Rosario
BLR517,2005,El Rosario
BLR525,2005,El Rosario
BLR551,2005,El Rosario
BLR577,2005,El Rosario
BLR633,2005,El Rosario
BLR667,2005,El Rosario
BLR684,2005,El Rosario
BLR788,2005,El Rosario
BLR889,2005,El Rosario
BLS014,2005,El Rosario
BLS293,2005,El Rosario
BLS312,2005,El Rosario
BLS336,2005,El Rosario
BLS502,2005,El Rosario
CAB355,2005,El Rosario
CAD444,2005,El Rosario
CAE327,2005,El Rosario
CAE385,2005,El Rosario
CAE518,2005,El Rosario
CAE712,2005,El Rosario
CAE767,2005,El Rosario
CAG025,2005,El Rosario
CAG052,2005,El Rosario
CAG226,2005,El Rosario
CAG375,2005,El Rosario
CAH530,2005,El Rosario
CAH539,2005,El Rosario
CAJ851,2005,El Rosario
CAO540,2005,El Rosario
CAS385,2005,El Rosario
CAZ068,2005,El Rosario
CBC886,2005,El Rosario
CBF803,2005,El Rosario
CBG175,2005,El Rosario
CBG938,2005,El Rosario
CBH091,2005,El Rosario
CBR998,2005,El Rosario
CCC077,2005,El Rosario
CCC150,2005,El Rosario
CCC303,2005,El Rosario
CCD422,2005,El Rosario
CCD490,2005,El Rosario
CCD507,2005,El Rosario
CCE812,2005,El Rosario
CCE815,2005,El Rosario
CCG846,2005,Cerro Pelon
CCI227,2005,El Rosario
CCI542,2005,El Rosario
CCI783,2005,El Rosario
CCJ567,2005,El Rosario
CCJ664,2005,El Rosario
CCK140,2005,El Rosario
CCL223,2005,Sierra Chincua
CCL234,2005,El Rosario
CCL324,2005,El Rosario
CCL610,2005,El Rosario
CCL678,2005,El Rosario
CCM305,2005,El Rosario
CCM575,2005,El Rosario
CCN461,2005,El Rosario
CCP195,2005,El Rosario
CCP284,2005,El Rosario
CCR171,2005,El Rosario
CCR198,2005,El Rosario
CCR607,2005,El Rosario
CCS610,2005,El Rosario
CCS723,2005,El Rosario
CCS749,2005,El Rosario
CCT253,2005,El Rosario
CCT926,2005,El Rosario
CCT939,2005,El Rosario
CCU964,2005,El Rosario
CCW051,2005,El Rosario
CCW272,2005,El Rosario
CCW315,2005,El Rosario
CCW367,2005,El Rosario
CCW437,2005,El Rosario
CCW502,2005,El Rosario
CCX416,2005,El Rosario
CCX533,2005,El Rosario
CCY088,2005,El Rosario
CCY113,2005,El Rosario
CCY416,2005,El Rosario
CCZ308,2005,El Rosario
CCZ891,2005,El Rosario
CCZ892,2005,El Rosario
CCZ979,2005,El Rosario
CDA069,2005,El Rosario
CDA825,2005,El Rosario
CDB355,2005,El Rosario
CDB660,2005,El Rosario
CDB933,2005,El Rosario
CDC122,2005,El Rosario
CDC245,2005,El Rosario
CDC547,2005,El Rosario
CDC622,2005,El Rosario
CDC924,2005,El Rosario
CDD281,2005,El Rosario
CDD313,2005,El Rosario
CDD387,2005,El Rosario
CDD398,2005,El Rosario
CDD442,2005,El Rosario
CDD624,2005,El Rosario
CDE072,2005,Cerro Pelon
CDE316,2005,El Rosario
CDE320,2005,El Rosario
CDE470,2005,El Rosario
CDE481,2005,El Rosario
CDE776,2005,El Rosario
CDE944,2005,El Rosario
CDG076,2005,El Rosario
CDG119,2005,El Rosario
CDI045,2005,El Rosario
CDI360,2005,El Rosario
CDI381,2005,El Rosario
CDI533,2005,El Rosario
CDI702,2005,El Rosario
CDK021,2005,El Rosario
CDK986,2005,El Rosario
CDL096,2005,El Rosario
CDL200,2005,El Rosario
CDL252,2005,El Rosario
CDL260,2005,El Rosario
CDL295,2005,El Rosario
CDL338,2005,El Rosario
CDL981,2005,El Rosario
CDM202,2005,El Rosario
CDN337,2005,El Rosario
CDP471,2005,El Rosario
CDP675,2005,El Rosario
CDP752,2005,El Rosario
CDS052,2005,El Rosario
CDT082,2005,El Rosario
CDT409,2005,Angangueo
CDT539,2005,El Rosario
CDU710,2005,El Rosario
CDX063,2005,El Rosario
CDX238,2005,El Rosario
CDX730,2005,El Rosario
CDY357,2005,El Rosario
CDY643,2005,El Rosario
CDY810,2005,El Rosario
CEA270,2005,El Rosario
CEB477,2005,El Rosario
CEB875,2005,El Rosario
CEC571,2005,El Rosario
CEC573,2005,El Rosario
CEC603,2005,El Rosario
CEC870,2005,El Rosario
CED121,2005,El Rosario
CED375,2005,El Rosario
CED400,2005,El Rosario
CEE743,2005,El Rosario
CEE845,2005,El Rosario
CEF012,2005,El Rosario
CEF181,2005,El Rosario
CEF201,2005,El Rosario
CEF533,2005,El Rosario
CEF880,2005,El Rosario
CEG659,2005,El Rosario
CEH467,2005,El Rosario
CEI961,2005,El Rosario
CEJ081,2005,Cerro Pelon
CEK688,2005,El Rosario
CEL852,2005,El Rosario
CEM145,2005,El Rosario
CEM926,2005,El Rosario
CEN262,2005,El Rosario
CEO067,2005,El Rosario
CER672,2005,El Rosario
CES387,2005,El Rosario
CES651,2005,El Rosario
CET279,2005,El Rosario
CET289,2005,El Rosario
CET685,2005,El Rosario
CEU072,2005,El Rosario
CEU074,2005,El Rosario
CEU162,2005,El Rosario
CEU175,2005,El Rosario
CEU210,2005,El Rosario
CEU261,2005,El Rosario
CEU440,2005,El Rosario
CEX356,2005,El Rosario
CEY206,2005,El Rosario
CEY247,2005,El Rosario
CEY249,2005,El Rosario
CEY251,2005,El Rosario
CEY276,2005,El Rosario
CEY428,2005,El Rosario
CEY796,2005,El Rosario
CEY803,2005,El Rosario
CEZ018,2005,El Rosario
CEZ037,2005,El Rosario
CEZ065,2005,El Rosario
CEZ083,2005,El Rosario
CEZ277,2005,El Rosario
CEZ769,2005,El Rosario
CEZ912,2005,El Rosario
CFA445,2005,El Rosario
CFA478,2005,El Rosario
CFB828,2005,El Rosario
CFC763,2005,El Rosario
CFD619,2005,El Rosario
CFG025,2005,El Rosario
CFH627,2005,El Rosario
CFJ246,2005,El Rosario
CFJ804,2005,El Rosario
CFK186,2005,El Rosario
CFK630,2005,El Rosario
CFP722,2005,El Rosario
CFP753,2005,El Rosario
CFP839,2005,El Rosario
CFR007,2005,El Rosario
CFR088,2005,El Rosario
CFX360,2005,El Rosario
CFY221,2005,El Rosario
CFY222,2005,Cerro Pelon
CFZ326,2005,El Rosario
CFZ415,2005,El Rosario
CFZ766,2005,El Rosario
CFZ988,2005,El Rosario
CGA983,2005,El Rosario
CGB182,2005,El Rosario
CGB232,2005,El Rosario
CGB311,2005,El Rosario
CGB589,2005,El Rosario
CGB866,2005,El Rosario
CGC001,2005,El Rosario
CGC148,2005,El Rosario
CGC673,2005,El Rosario
CGE316,2005,El Rosario
CGE449,2005,El Rosario
CGE452,2005,El Rosario
CGE485,2005,El Rosario
CGF459,2005,El Rosario
CGF622,2005,El Rosario
CGF843,2005,El Rosario
CGF854,2005,El Rosario
CGF858,2005,El Rosario
CGG069,2005,El Rosario
CGG070,2005,El Rosario
CGG533,2005,El Rosario
CGH150,2005,El Rosario
CGI794,2005,El Rosario
CGJ315,2005,El Rosario
CGJ505,2005,El Rosario
CGJ634,2005,El Rosario
CGK097,2005,El Rosario
CGK172,2005,El Rosario
CGK254,2005,El Rosario
CGK261,2005,El Rosario
CGK265,2005,El Rosario
CGK958,2005,El Rosario
CGT566,2005,El Rosario
CGT610,2005,El Rosario
CGT632,2005,El Rosario
CGT761,2005,El Rosario
CGT835,2005,El Rosario
CGU010,2005,El Rosario
CGU060,2005,El Rosario
CGU080,2005,El Rosario
CGX934,2005,El Rosario
CGY015,2005,El Rosario
CGY091,2005,El Rosario
CGY100,2005,El Rosario
CGY176,2005,El Rosario
CGY593,2005,El Rosario
CGY669,2005,El Rosario
CGZ053,2005,El Rosario
CHA855,2005,El Rosario
CHA984,2005,Cerro Pelon
CHD260,2005,El Rosario
CHD849,2005,El Rosario
CHD873,2005,El Rosario
CHE042,2005,El Rosario
CHE090,2005,El Rosario
CHH589,2005,El Rosario
CHI927,2005,El Rosario
CHK310,2005,El Rosario
CHK350,2005,El Rosario
CHK493,2005,El Rosario
CHK510,2005,El Rosario
CHK530,2005,El Rosario
CHK579,2005,El Rosario
CHK606,2005,El Rosario
CHK610,2005,El Rosario
CHK634,2005,El Rosario
CHL641,2005,El Rosario
CHL833,2005,El Rosario
CHN055,2005,El Rosario
CHN065,2005,El Rosario
CHN268,2005,El Rosario
CHO673,2005,El Rosario
CHO842,2005,El Rosario
CHO891,2005,El Rosario
CHO977,2005,El Rosario
CHP049,2005,El Rosario
CHP116,2005,El Rosario
CHP134,2005,El Rosario
CHP175,2005,El Rosario
CHR537,2005,El Rosario
CHR820,2005,El Rosario
CHU004,2005,El Rosario
CHU296,2005,El Rosario
CHX142,2005,El Rosario
CHY357,2005,El Rosario
CHY611,2005,El Rosario
CHY875,2005,El Rosario
CHZ141,2005,El Rosario
CHZ156,2005,El Rosario
CIA257,2005,El Rosario
CIC528,2005,El Rosario
CIE144,2005,El Rosario
CIE253,2005,El Rosario
CIE777,2005,El Rosario
CIE781,2005,El Rosario
CIE816,2005,El Rosario
CIE997,2005,Cerro Pelon
CIF084,2005,El Rosario
CIF208,2005,El Rosario
CIF234,2005,El Rosario
CIF271,2005,El Rosario
CIF272,2005,El Rosario
CIF322,2005,Cerro Pelon
CIF515,2005,El Rosario
CIF605,2005,El Rosario
CIF628,2005,El Rosario
CIF711,2005,El Rosario
CIF865,2005,El Rosario
CIF884,2005,El Rosario
CIF986,2005,El Rosario
CIH088,2005,El Rosario
CIH101,2005,El Rosario
CIH141,2005,El Rosario
CIH523,2005,El Rosario
CIP681,2005,Sierra Chincua
CIS145,2005,El Rosario
CIS270,2005,Cerro Pelon
CIT210,2005,El Rosario
CIT391,2005,El Rosario
CIW213,2005,El Rosario
CIY408,2005,El Rosario
CJA127,2005,El Rosario
CJA167,2005,El Rosario
CJA475,2005,El Rosario
CJA591,2005,El Rosario
CJB378,2005,El Rosario
CJB577,2005,El Rosario
CJB585,2005,El Rosario
CJC742,2005,El Rosario
CJC818,2005,El Rosario
CJC887,2005,El Rosario
CJC899,2005,El Rosario
CJD259,2005,El Rosario
CJF333,2005,El Rosario
CJF362,2005,El Rosario
CJF370,2005,El Rosario
CJF496,2005,El Rosario
CJF542,2005,El Rosario
CJF825,2005,El Rosario
CJH153,2005,Cerro Pelon
CJH507,2005,El Rosario
CJJ202,2005,El Rosario
CJJ273,2005,El Rosario
CJJ416,2005,El Rosario
CJP338,2005,El Rosario
CJR521,2005,El Rosario
CJR583,2005,El Rosario
CJR646,2005,El Rosario
CJS659,2005,El Rosario
CJS666,2005,El Rosario
CJS732,2005,El Rosario
CJT821,2005,El Rosario
CJU526,2005,El Rosario
CJW330,2005,El Rosario
CJW655,2005,El Rosario
CJX374,2005,El Rosario
CKB559,2005,El Rosario
CKC020,2005,El Rosario
CKF074,2005,El Rosario
CKG915,2005,El Rosario
CKG982,2005,El Rosario
CKI102,2005,El Rosario
CKI106,2005,El Rosario
CKJ353,2005,El Rosario
CKJ400,2005,El Rosario
CKJ457,2005,El Rosario
CKJ537,2005,El Rosario
CKJ976,2005,El Rosario
DO224,2005,El Rosario
EAN351,2005,El Rosario
EAR794,2005,Sierra Chincua
EAS414,2005,El Rosario
EAS440,2005,Sierra Chincua
EAT352,2005,El Rosario
EAT735,2005,El Rosario
EAT851,2005,Angangueo
EAT856,2005,El Rosario
EAU152,2005,El Rosario
EAU212,2005,El Rosario
EAU220,2005,El Rosario
EAU293,2005,El Rosario
EAU592,2005,El Rosario
EAW494,2005,Cerro Pelon
EAW582,2005,Cerro Pelon
EAY035,2005,Sierra Chincua
EAY752,2005,Cerro Pelon
EAZ057,2005,El Rosario
EBP363,2005,El Rosario
EBR954,2005,El Rosario
ECB477,2005,Sierra Chincua
ECH347,2005,Cerro Pelon
ECL497,2005,Sierra Chincua
ECL511,2005,El Rosario
ECL635,2005,Angangueo
ECL891,2005,El Rosario
ECM927,2005,El Rosario
ECM977,2005,El Rosario
ECN598,2005,Cerro Pelon
ECP796,2005,Sierra Chincua
ECP913,2005,El Rosario
ECR185,2005,El Rosario
ECR274,2005,Cerro Pelon
ECR663,2005,El Rosario
ECR748,2005,El Rosario
ECW140,2005,Sierra Chincua
ECW526,2005,El Rosario
ECX052,2005,El Rosario
ECX207,2005,El Rosario
ECX477,2005,El Rosario
EEC450,2005,El Rosario
EEG038,2005,El Rosario
EEG922,2005,Cerro Pelon
EEH801,2005,El Rosario
EEH817,2005,El Rosario
EEL747,2005,El Rosario
EEM410,2005,El Rosario
EEN253,2005,El Rosario
EES355,2005,El Rosario
EEU403,2005,Sierra Chincua
EEW797,2005,El Rosario
EGA804,2005,El Rosario
EGC680,2005,El Rosario
EGC948,2005,El Rosario
EGE154,2005,El Rosario
EGE678,2005,Sierra Chincua
EGE776,2005,El Rosario
EGE922,2005,Cerro Pelon
EGH365,2005,El Rosario
EGM903,2005,Cerro Pelon
EGM981,2005,El Rosario
EGN591,2005,El Rosario
EGP634,2005,El Rosario
EGR909,2005,El Rosario
EGS001,2005,El Rosario
EGW062,2005,El Rosario
EGW218,2005,El Rosario
EGW398,2005,El Rosario
EGW501,2005,El Rosario
EGW697,2005,El Rosario
EGX408,2005,El Rosario
EHG278,2005,El Rosario
EHH160,2005,El Rosario
EHJ854,2005,Sierra Chincua
EHK194,2005,El Rosario
EHK358,2005,Angangueo
EHK377,2005,Sierra Chincua
EHK406,2005,El Rosario
EHK546,2005,El Rosario
EHL865,2005,Cerro Pelon
EHR164,2005,Cerro Pelon
EHR944,2005,Sierra Chincua
EHR968,2005,El Rosario
EHS375,2005,El Rosario
EHX975,2005,El Rosario
EJK829,2005,El Rosario
EJN903,2005,El Rosario
EJS180,2005,El Rosario
EJS296,2005,Sierra Chincua
EJS528,2005,Cerro Pelon
EJT004,2005,Sierra Chincua
EJU424,2005,El Rosario
EJU452,2005,El Rosario
EJU527,2005,Sierra Chincua
EJW380,2005,El Rosario
EKA532,2005,El Rosario
EKB150,2005,El Rosario
EKB204,2005,Angangueo
EKB381,2005,El Rosario
EKB415,2005,El Rosario
EKH390,2005,El Rosario
EKH670,2005,El Rosario
EKK410,2005,Cerro Pelon
EKK415,2005,El Rosario
EKL387,2005,El Rosario
EKS543,2005,El Rosario
EKX602,2005,El Rosario
EKX781,2005,El Rosario
EKZ254,2005,El Rosario
ELA391,2005,El Rosario
ELG744,2005,El Rosario
EM608,2005,El Rosario
EM652,2005,El Rosario
GAB134,2005,El Rosario
GAB573,2005,Cerro Pelon
GAE190,2005,El Rosario
GAG793,2005,Sierra Chincua
GAH590,2005,El Rosario
GAN191,2005,El Rosario
GAR458,2005,El Rosario
GAX644,2005,El Rosario
GAY039,2005,El Rosario
GAY111,2005,Cerro Pelon
GAY311,2005,El Rosario
GAY343,2005,El Rosario
GAY473,2005,El Rosario
