month,year,species,sighting_dates,number,sites,Season_End,Hectares_Occupied_Start,Hectares_Occupied_End
9,2006,Monarch Fall Roost,71,5129,64,2007,5.91,6.87
9,2006,Monarch PEAK Migration,189,288,165,2007,5.91,6.87
9,2007,Milkweed (FIRST sighted),1,1,1,2008,6.87,4.61
9,2007,Monarch (OTHER Observations),288,288,200,2008,6.87,4.61
9,2007,Monarch Adult (FIRST sighted),427,446,321,2008,6.87,4.61
9,2007,Monarch Adult Sighted,1,1,1,2008,6.87,4.61
9,2007,Monarch Egg Sighted,1,2,1,2008,6.87,4.61
9,2007,Monarch Fall Roost,93,2031894,83,2008,6.87,4.61
9,2007,Monarch PEAK Migration,134,134,122,2008,6.87,4.61
9,2008,Monarch (OTHER Observations),188,188,141,2009,4.61,3.06
9,2008,Monarch Adult (FIRST sighted),444,444,294,2009,4.61,3.06
9,2008,Monarch Fall Roost,64,17217,59,2009,4.61,3.06
9,2008,Monarch PEAK Migration,99,99,82,2009,4.61,3.06
9,2009,Monarch (OTHER Observations),261,261,198,2010,3.06,1.92
9,2009,Monarch Adult (FIRST sighted),682,737,438,2010,3.06,1.92
9,2009,Monarch Adult Sighted,23,23,22,2010,3.06,1.92
9,2009,Monarch Fall Roost,99,78673,88,2010,3.06,1.92
9,2009,Monarch PEAK Migration,50,59,45,2010,3.06,1.92
9,2010,Monarch (OTHER Observations),199,199,126,2011,1.92,4.02
9,2010,Monarch Adult (FIRST sighted),3,3,3,2011,1.92,4.02
9,2010,Monarch Adult Sighted,1445,1519,828,2011,1.92,4.02
9,2010,Monarch Fall Roost,177,139656,164,2011,1.92,4.02
9,2010,Monarch PEAK Migration,238,344,188,2011,1.92,4.02
9,2010,"Monarch, Captive-Reared",1,1,1,2011,1.92,4.02
9,2011,Monarch (OTHER Observations),172,465,110,2012,4.02,2.89
9,2011,Monarch Adult (FIRST sighted),2,69,1,2012,4.02,2.89
9,2011,Monarch Adult Sighted,1736,7662,955,2012,4.02,2.89
9,2011,Monarch Fall Roost,79,23190,73,2012,4.02,2.89
9,2011,Monarch Larva Sighted,1,1,1,2012,4.02,2.89
9,2011,Monarch PEAK Migration,150,34120,117,2012,4.02,2.89
9,2012,Monarch (OTHER Observations),140,958,103,2013,2.89,1.19
9,2012,Monarch Adult Sighted,1424,6016,868,2013,2.89,1.19
9,2012,Monarch Egg Sighted,63,105,56,2013,2.89,1.19
9,2012,Monarch Fall Roost,89,113846,57,2013,2.89,1.19
9,2012,Monarch Larva Sighted,210,736,158,2013,2.89,1.19
9,2012,Monarch PEAK Migration,237,199321,179,2013,2.89,1.19
9,2013,Monarch (OTHER Observations),116,457,78,2014,1.19,0.67
9,2013,Monarch Adult Sighted,1656,4604,924,2014,1.19,0.67
9,2013,Monarch Egg Sighted,67,178,50,2014,1.19,0.67
9,2013,Monarch Fall Roost,38,4220,28,2014,1.19,0.67
9,2013,Monarch Larva Sighted,221,615,147,2014,1.19,0.67
9,2013,Monarch PEAK Migration,63,4854,52,2014,1.19,0.67
9,2014,Monarch (OTHER Observations),303,10002265,167,2015,0.67,1.13
9,2014,Monarch Adult Sighted,2202,6902,1163,2015,0.67,1.13
9,2014,Monarch Egg Sighted,77,311,58,2015,0.67,1.13
9,2014,Monarch Fall Roost,108,26814,78,2015,0.67,1.13
9,2014,Monarch Larva Sighted,288,882,213,2015,0.67,1.13
9,2014,Monarch PEAK Migration,273,45520,186,2015,0.67,1.13
9,2015,Monarch (OTHER Observations),105,505,85,2016,1.13,4.01
9,2015,Monarch Adult (FIRST sighted),1,1,1,2016,1.13,4.01
9,2015,Monarch Adult Sighted,3588,14862,1641,2016,1.13,4.01
9,2015,Monarch Egg Sighted,171,2927,113,2016,1.13,4.01
9,2015,Monarch Fall Roost,190,76457,117,2016,1.13,4.01
9,2015,Monarch Larva Sighted,510,3825,338,2016,1.13,4.01
9,2015,Monarch PEAK Migration,216,38942,164,2016,1.13,4.01
9,2015,"Monarch, Captive-Reared",587,6211,266,2016,1.13,4.01
9,2016,Monarch (OTHER Observations),120,1635,89,2017,4.01,2.91
9,2016,Monarch Adult Sighted,4592,13409,3187,2017,4.01,2.91
9,2016,Monarch Egg Sighted,224,2511,175,2017,4.01,2.91
9,2016,Monarch Fall Roost,124,23920,98,2017,4.01,2.91
