month,year,species,sighting_dates,number,sites,Season_End,Hectares_Occupied_Start,Hectares_Occupied_End
3,2018,Monarch Larva Sighted,39,419,30,2019,2.48,6.05
3,2018,"Monarch, Captive-Reared",10,120,10,2019,2.48,6.05
3,2019,Milkweed (FIRST sighted),60,60,59,2020,6.05,2.83
3,2019,Milkweed Sighted,24,24,22,2020,6.05,2.83
3,2019,Monarch (OTHER Observations),9,112,9,2020,6.05,2.83
3,2019,Monarch Adult (FIRST sighted),385,931,370,2020,6.05,2.83
3,2019,Monarch Adult Sighted,418,1924,328,2020,6.05,2.83
3,2019,Monarch Egg (FIRST sighted),60,1152,60,2020,6.05,2.83
3,2019,Monarch Egg Sighted,46,2255,38,2020,6.05,2.83
3,2019,Monarch Larva (FIRST sighted),52,351,49,2020,6.05,2.83
3,2019,Monarch Larva Sighted,61,609,50,2020,6.05,2.83
3,2019,Monarch PEAK Migration,4,100400,4,2020,6.05,2.83
3,2019,"Monarch, Captive-Reared",28,440,23,2020,6.05,2.83
3,2020,Milkweed (FIRST sighted),119,119,111,2021,2.83,2.1
3,2020,Milkweed Sighted,53,53,40,2021,2.83,2.1
3,2020,Monarch (OTHER Observations),31,137,28,2021,2.83,2.1
3,2020,Monarch Adult (FIRST sighted),403,3024,395,2021,2.83,2.1
3,2020,Monarch Adult Sighted,509,2133,388,2021,2.83,2.1
3,2020,Monarch Egg (FIRST sighted),86,1281,82,2021,2.83,2.1
3,2020,Monarch Egg Sighted,51,880,42,2021,2.83,2.1
3,2020,Monarch Larva (FIRST sighted),83,853,83,2021,2.83,2.1
3,2020,Monarch Larva Sighted,72,778,57,2021,2.83,2.1
3,2020,"Monarch, Captive-Reared",30,541,21,2021,2.83,2.1
4,1997,Monarch Adult (FIRST sighted),6,6,6,1998,18.19,5.77
4,1997,Monarch Adult Sighted,112,121,99,1998,18.19,5.77
4,1998,Monarch Adult (FIRST sighted),68,68,63,1999,5.77,5.56
4,1998,Monarch Egg (FIRST sighted),6,6,6,1999,5.77,5.56
4,1999,Monarch (OTHER Observations),35,35,24,2000,5.56,9.05
4,1999,Monarch Adult (FIRST sighted),91,91,79,2000,5.56,9.05
4,2000,Monarch (OTHER Observations),19,19,14,2001,9.05,2.83
4,2000,Monarch Adult (FIRST sighted),112,112,97,2001,9.05,2.83
4,2000,Monarch Egg (FIRST sighted),11,11,11,2001,9.05,2.83
4,2000,Monarch Larva (FIRST sighted),6,6,6,2001,9.05,2.83
4,2001,Milkweed (FIRST sighted),48,48,46,2002,2.83,9.36
4,2001,Monarch (OTHER Observations),46,46,36,2002,2.83,9.36
4,2001,Monarch Adult (FIRST sighted),103,103,97,2002,2.83,9.36
4,2001,Monarch Egg (FIRST sighted),9,9,9,2002,2.83,9.36
4,2001,Monarch Larva (FIRST sighted),15,15,13,2002,2.83,9.36
4,2002,Milkweed (FIRST sighted),96,96,87,2003,9.36,7.54
4,2002,Monarch (OTHER Observations),89,89,51,2003,9.36,7.54
4,2002,Monarch Adult (FIRST sighted),86,86,75,2003,9.36,7.54
4,2002,Monarch Adult Sighted,2,2,1,2003,9.36,7.54
4,2002,Monarch Egg (FIRST sighted),16,16,16,2003,9.36,7.54
4,2002,Monarch Larva (FIRST sighted),7,7,7,2003,9.36,7.54
4,2003,Milkweed (FIRST sighted),71,71,69,2004,7.54,11.12
4,2003,Monarch (OTHER Observations),45,45,33,2004,7.54,11.12
4,2003,Monarch Adult (FIRST sighted),92,92,81,2004,7.54,11.12
4,2003,Monarch Adult Sighted,2,2,2,2004,7.54,11.12
4,2003,Monarch Egg (FIRST sighted),15,15,13,2004,7.54,11.12
4,2003,Monarch Larva (FIRST sighted),10,10,9,2004,7.54,11.12
4,2004,Milkweed (FIRST sighted),65,65,62,2005,11.12,2.19
4,2004,Monarch (OTHER Observations),38,38,28,2005,11.12,2.19
4,2004,Monarch Adult (FIRST sighted),68,68,61,2005,11.12,2.19
4,2004,Monarch Egg (FIRST sighted),10,10,9,2005,11.12,2.19
4,2004,Monarch Larva (FIRST sighted),16,16,16,2005,11.12,2.19
4,2005,Milkweed (FIRST sighted),71,71,67,2006,2.19,5.91
4,2005,Monarch (OTHER Observations),51,51,44,2006,2.19,5.91
4,2005,Monarch Adult (FIRST sighted),97,97,88,2006,2.19,5.91
4,2005,Monarch Egg (FIRST sighted),14,14,14,2006,2.19,5.91
4,2005,Monarch Larva (FIRST sighted),9,9,9,2006,2.19,5.91
4,2006,Milkweed (FIRST sighted),98,98,85,2007,5.91,6.87
4,2006,Monarch (OTHER Observations),53,53,36,2007,5.91,6.87
4,2006,Monarch Adult (FIRST sighted),197,197,178,2007,5.91,6.87
4,2006,Monarch Egg (FIRST sighted),31,31,28,2007,5.91,6.87
4,2006,Monarch Larva (FIRST sighted),23,23,23,2007,5.91,6.87
4,2007,Milkweed (FIRST sighted),51,51,49,2008,6.87,4.61
4,2007,Monarch (OTHER Observations),58,58,34,2008,6.87,4.61
4,2007,Monarch Adult (FIRST sighted),109,109,102,2008,6.87,4.61
4,2007,Monarch Egg (FIRST sighted),27,27,25,2008,6.87,4.61
4,2007,Monarch Larva (FIRST sighted),12,12,12,2008,6.87,4.61
4,2008,Milkweed (FIRST sighted),110,110,102,2009,4.61,3.06
4,2008,Monarch (OTHER Observations),78,78,65,2009,4.61,3.06
4,2008,Monarch Adult (FIRST sighted),175,175,156,2009,4.61,3.06
4,2008,Monarch Egg (FIRST sighted),34,34,31,2009,4.61,3.06
4,2008,Monarch Larva (FIRST sighted),16,16,16,2009,4.61,3.06
4,2009,Milkweed (FIRST sighted),116,116,110,2010,3.06,1.92
4,2009,Monarch (OTHER Observations),38,38,36,2010,3.06,1.92
4,2009,Monarch Adult (FIRST sighted),223,223,206,2010,3.06,1.92
4,2009,Monarch Egg (FIRST sighted),51,51,48,2010,3.06,1.92
4,2009,Monarch Fall Roost,1,130,1,2010,3.06,1.92
4,2009,Monarch Larva (FIRST sighted),22,22,20,2010,3.06,1.92
4,2009,Monarch PEAK Migration,1,1,1,2010,3.06,1.92
4,2010,Milkweed (FIRST sighted),204,204,192,2011,1.92,4.02
4,2010,Monarch (OTHER Observations),43,43,33,2011,1.92,4.02
4,2010,Monarch Adult (FIRST sighted),141,141,128,2011,1.92,4.02
4,2010,Monarch Egg (FIRST sighted),28,28,26,2011,1.92,4.02
4,2010,Monarch Larva (FIRST sighted),23,23,23,2011,1.92,4.02
4,2011,Milkweed (FIRST sighted),151,151,139,2012,4.02,2.89
4,2011,Monarch (OTHER Observations),70,70,46,2012,4.02,2.89
4,2011,Monarch Adult (FIRST sighted),341,341,296,2012,4.02,2.89
4,2011,Monarch Adult Sighted,3,5,3,2012,4.02,2.89
4,2011,Monarch Egg (FIRST sighted),93,93,89,2012,4.02,2.89
4,2011,Monarch Larva (FIRST sighted),43,43,38,2012,4.02,2.89
4,2012,Milkweed (FIRST sighted),167,167,156,2013,2.89,1.19
4,2012,Monarch (OTHER Observations),123,123,71,2013,2.89,1.19
4,2012,Monarch Adult (FIRST sighted),159,159,152,2013,2.89,1.19
4,2012,Monarch Egg (FIRST sighted),52,52,51,2013,2.89,1.19
4,2012,Monarch Larva (FIRST sighted),37,37,33,2013,2.89,1.19
4,2013,Milkweed (FIRST sighted),175,175,158,2014,1.19,0.67
4,2013,Monarch (OTHER Observations),92,92,55,2014,1.19,0.67
4,2013,Monarch Adult (FIRST sighted),121,121,110,2014,1.19,0.67
4,2013,Monarch Egg (FIRST sighted),37,37,35,2014,1.19,0.67
4,2013,Monarch Larva (FIRST sighted),37,37,36,2014,1.19,0.67
4,2014,Milkweed (FIRST sighted),168,168,152,2015,0.67,1.13
4,2014,Monarch (OTHER Observations),130,130,61,2015,0.67,1.13
4,2014,Monarch Adult (FIRST sighted),213,213,194,2015,0.67,1.13
4,2014,Monarch Adult Sighted,3,8,3,2015,0.67,1.13
4,2014,Monarch Egg (FIRST sighted),44,44,42,2015,0.67,1.13
4,2014,Monarch Larva (FIRST sighted),56,56,49,2015,0.67,1.13
4,2015,Milkweed (FIRST sighted),270,270,233,2016,1.13,4.01
4,2015,Monarch (OTHER Observations),154,166,80,2016,1.13,4.01
4,2015,Monarch Adult (FIRST sighted),246,246,200,2016,1.13,4.01
4,2015,Monarch Egg (FIRST sighted),86,189,65,2016,1.13,4.01
4,2015,Monarch Larva (FIRST sighted),74,74,56,2016,1.13,4.01
4,2016,Milkweed (FIRST sighted),333,334,307,2017,4.01,2.91
4,2016,Milkweed Sighted,56,56,55,2017,4.01,2.91
4,2016,Monarch (OTHER Observations),34,155,32,2017,4.01,2.91
4,2016,Monarch Adult (FIRST sighted),158,193,155,2017,4.01,2.91
4,2016,Monarch Adult Sighted,187,400,139,2017,4.01,2.91
4,2016,Monarch Egg (FIRST sighted),47,273,47,2017,4.01,2.91
4,2016,Monarch Egg Sighted,28,321,25,2017,4.01,2.91
4,2016,Monarch Larva (FIRST sighted),67,300,64,2017,4.01,2.91
4,2016,Monarch Larva Sighted,94,739,66,2017,4.01,2.91
4,2016,"Monarch, Captive-Reared",46,184,30,2017,4.01,2.91
4,2017,Milkweed (FIRST sighted),333,334,319,2018,2.91,2.48
4,2017,Milkweed Sighted,83,83,82,2018,2.91,2.48
4,2017,Monarch (OTHER Observations),65,191,38,2018,2.91,2.48
4,2017,Monarch Adult (FIRST sighted),722,2223,695,2018,2.91,2.48
4,2017,Monarch Adult Sighted,565,3345,402,2018,2.91,2.48
4,2017,Monarch Egg (FIRST sighted),295,5449,280,2018,2.91,2.48
4,2017,Monarch Egg Sighted,117,2848,95,2018,2.91,2.48
4,2017,Monarch Larva (FIRST sighted),189,1858,182,2018,2.91,2.48
4,2017,Monarch Larva Sighted,117,2005,85,2018,2.91,2.48
4,2017,"Monarch, Captive-Reared",37,289,33,2018,2.91,2.48
4,2018,Milkweed (FIRST sighted),215,215,199,2019,2.48,6.05
4,2018,Milkweed Sighted,71,71,70,2019,2.48,6.05
4,2018,Monarch (OTHER Observations),47,63,25,2019,2.48,6.05
4,2018,Monarch Adult (FIRST sighted),301,359,294,2019,2.48,6.05
4,2018,Monarch Adult Sighted,380,1066,307,2019,2.48,6.05
4,2018,Monarch Egg (FIRST sighted),93,1240,92,2019,2.48,6.05
4,2018,Monarch Egg Sighted,77,814,72,2019,2.48,6.05
4,2018,Monarch Larva (FIRST sighted),71,555,71,2019,2.48,6.05
4,2018,Monarch Larva Sighted,123,1035,101,2019,2.48,6.05
4,2018,"Monarch, Captive-Reared",43,476,38,2019,2.48,6.05
4,2019,Milkweed (FIRST sighted),433,433,404,2020,6.05,2.83
4,2019,Milkweed Sighted,70,79,68,2020,6.05,2.83
4,2019,Monarch (OTHER Observations),40,204,32,2020,6.05,2.83
4,2019,Monarch Adult (FIRST sighted),419,503,413,2020,6.05,2.83
4,2019,Monarch Adult Sighted,346,1049,270,2020,6.05,2.83
4,2019,Monarch Egg (FIRST sighted),157,2349,155,2020,6.05,2.83
4,2019,Monarch Egg Sighted,53,1549,42,2020,6.05,2.83
4,2019,Monarch Larva (FIRST sighted),104,733,104,2020,6.05,2.83
4,2019,Monarch Larva Sighted,98,1622,81,2020,6.05,2.83
4,2019,"Monarch, Captive-Reared",51,1315,37,2020,6.05,2.83
4,2020,Milkweed (FIRST sighted),318,320,300,2021,2.83,2.1
4,2020,Milkweed Sighted,78,78,68,2021,2.83,2.1
4,2020,Monarch (OTHER Observations),48,191,45,2021,2.83,2.1
4,2020,Monarch Adult (FIRST sighted),394,470,386,2021,2.83,2.1
4,2020,Monarch Adult Sighted,410,883,294,2021,2.83,2.1
4,2020,Monarch Egg (FIRST sighted),134,2155,133,2021,2.83,2.1
4,2020,Monarch Egg Sighted,71,1248,62,2021,2.83,2.1
4,2020,Monarch Larva (FIRST sighted),95,770,91,2021,2.83,2.1
4,2020,Monarch Larva Sighted,84,903,70,2021,2.83,2.1
4,2020,"Monarch, Captive-Reared",75,994,55,2021,2.83,2.1
5,1997,Monarch Adult (FIRST sighted),4,4,4,1998,18.19,5.77
5,1997,Monarch Adult Sighted,97,97,80,1998,18.19,5.77
5,1998,Monarch Adult (FIRST sighted),152,152,139,1999,5.77,5.56
5,1998,Monarch Egg (FIRST sighted),5,5,5,1999,5.77,5.56
5,1999,Monarch (OTHER Observations),22,22,18,2000,5.56,9.05
5,1999,Monarch Adult (FIRST sighted),157,157,138,2000,5.56,9.05
5,2000,Monarch (OTHER Observations),15,15,14,2001,9.05,2.83
5,2000,Monarch Adult (FIRST sighted),161,161,142,2001,9.05,2.83
5,2000,Monarch Egg (FIRST sighted),26,26,24,2001,9.05,2.83
5,2000,Monarch Larva (FIRST sighted),2,2,2,2001,9.05,2.83
5,2001,Milkweed (FIRST sighted),69,69,67,2002,2.83,9.36
5,2001,Monarch (OTHER Observations),31,31,26,2002,2.83,9.36
5,2001,Monarch Adult (FIRST sighted),273,273,238,2002,2.83,9.36
5,2001,Monarch Egg (FIRST sighted),33,33,30,2002,2.83,9.36
5,2001,Monarch Larva (FIRST sighted),6,6,4,2002,2.83,9.36
5,2002,Milkweed (FIRST sighted),71,71,65,2003,9.36,7.54
5,2002,Milkweed Sighted,1,1,1,2003,9.36,7.54
5,2002,Monarch (OTHER Observations),39,39,30,2003,9.36,7.54
5,2002,Monarch Adult (FIRST sighted),182,182,161,2003,9.36,7.54
5,2002,Monarch Egg (FIRST sighted),14,14,13,2003,9.36,7.54
5,2002,Monarch Larva (FIRST sighted),10,10,9,2003,9.36,7.54
5,2003,Milkweed (FIRST sighted),69,69,62,2004,7.54,11.12
5,2003,Monarch (OTHER Observations),26,26,23,2004,7.54,11.12
5,2003,Monarch Adult (FIRST sighted),117,117,110,2004,7.54,11.12
5,2003,Monarch Egg (FIRST sighted),23,23,22,2004,7.54,11.12
5,2003,Monarch Larva (FIRST sighted),14,14,14,2004,7.54,11.12
5,2004,Milkweed (FIRST sighted),71,71,70,2005,11.12,2.19
5,2004,Monarch (OTHER Observations),30,30,28,2005,11.12,2.19
5,2004,Monarch Adult (FIRST sighted),110,110,99,2005,11.12,2.19
5,2004,Monarch Egg (FIRST sighted),21,21,20,2005,11.12,2.19
5,2004,Monarch Larva (FIRST sighted),7,7,7,2005,11.12,2.19
5,2005,Milkweed (FIRST sighted),152,152,133,2006,2.19,5.91
5,2005,Monarch (OTHER Observations),24,24,22,2006,2.19,5.91
5,2005,Monarch Adult (FIRST sighted),104,104,99,2006,2.19,5.91
5,2005,Monarch Egg (FIRST sighted),19,19,19,2006,2.19,5.91
5,2005,Monarch Larva (FIRST sighted),3,3,3,2006,2.19,5.91
5,2006,Milkweed (FIRST sighted),97,97,92,2007,5.91,6.87
5,2006,Monarch (OTHER Observations),59,59,54,2007,5.91,6.87
5,2006,Monarch Adult (FIRST sighted),286,286,256,2007,5.91,6.87
5,2006,Monarch Egg (FIRST sighted),86,86,80,2007,5.91,6.87
5,2006,Monarch Larva (FIRST sighted),38,38,35,2007,5.91,6.87
5,2007,Milkweed (FIRST sighted),94,94,87,2008,6.87,4.61
5,2007,Monarch (OTHER Observations),30,30,28,2008,6.87,4.61
5,2007,Monarch Adult (FIRST sighted),286,286,251,2008,6.87,4.61
5,2007,Monarch Egg (FIRST sighted),68,68,63,2008,6.87,4.61
5,2007,Monarch Larva (FIRST sighted),20,20,19,2008,6.87,4.61
5,2008,Milkweed (FIRST sighted),144,144,131,2009,4.61,3.06
5,2008,Monarch (OTHER Observations),47,47,43,2009,4.61,3.06
5,2008,Monarch Adult (FIRST sighted),178,178,163,2009,4.61,3.06
5,2008,Monarch Egg (FIRST sighted),50,50,49,2009,4.61,3.06
5,2008,Monarch Larva (FIRST sighted),16,16,16,2009,4.61,3.06
5,2009,Milkweed (FIRST sighted),135,135,124,2010,3.06,1.92
5,2009,Monarch (OTHER Observations),33,33,29,2010,3.06,1.92
5,2009,Monarch Adult (FIRST sighted),226,226,204,2010,3.06,1.92
5,2009,Monarch Egg (FIRST sighted),59,59,57,2010,3.06,1.92
5,2009,Monarch Larva (FIRST sighted),28,28,27,2010,3.06,1.92
5,2010,Milkweed (FIRST sighted),76,76,73,2011,1.92,4.02
5,2010,Monarch (OTHER Observations),44,44,38,2011,1.92,4.02
5,2010,Monarch Adult (FIRST sighted),406,406,351,2011,1.92,4.02
5,2010,Monarch Adult Sighted,4,4,4,2011,1.92,4.02
5,2010,Monarch Egg (FIRST sighted),133,133,121,2011,1.92,4.02
5,2010,Monarch Larva (FIRST sighted),36,36,33,2011,1.92,4.02
5,2011,Milkweed (FIRST sighted),144,144,132,2012,4.02,2.89
5,2011,Monarch (OTHER Observations),43,43,35,2012,4.02,2.89
5,2011,Monarch Adult (FIRST sighted),271,271,246,2012,4.02,2.89
5,2011,Monarch Adult Sighted,1,1,1,2012,4.02,2.89
5,2011,Monarch Egg (FIRST sighted),64,64,60,2012,4.02,2.89
5,2011,Monarch Larva (FIRST sighted),29,29,29,2012,4.02,2.89
5,2012,Milkweed (FIRST sighted),53,53,45,2013,2.89,1.19
5,2012,Monarch (OTHER Observations),93,93,73,2013,2.89,1.19
5,2012,Monarch Adult (FIRST sighted),462,462,408,2013,2.89,1.19
5,2012,Monarch Adult Sighted,2,6,2,2013,2.89,1.19
5,2012,Monarch Egg (FIRST sighted),168,168,154,2013,2.89,1.19
5,2012,Monarch Larva (FIRST sighted),51,51,48,2013,2.89,1.19
5,2013,Milkweed (FIRST sighted),226,226,208,2014,1.19,0.67
5,2013,Monarch (OTHER Observations),93,93,68,2014,1.19,0.67
5,2013,Monarch Adult (FIRST sighted),190,190,174,2014,1.19,0.67
5,2013,Monarch Adult Sighted,7,23,7,2014,1.19,0.67
5,2013,Monarch Egg (FIRST sighted),41,41,38,2014,1.19,0.67
5,2013,Monarch Larva (FIRST sighted),13,13,13,2014,1.19,0.67
5,2014,Milkweed (FIRST sighted),210,210,189,2015,0.67,1.13
5,2014,Monarch (OTHER Observations),118,118,81,2015,0.67,1.13
5,2014,Monarch Adult (FIRST sighted),333,333,295,2015,0.67,1.13
5,2014,Monarch Adult Sighted,8,15,8,2015,0.67,1.13
5,2014,Monarch Egg (FIRST sighted),126,126,122,2015,0.67,1.13
5,2014,Monarch Egg Sighted,3,3,2,2015,0.67,1.13
5,2014,Monarch Larva (FIRST sighted),57,57,55,2015,0.67,1.13
5,2014,Monarch Larva Sighted,5,12,5,2015,0.67,1.13
5,2015,Milkweed (FIRST sighted),233,233,194,2016,1.13,4.01
5,2015,Monarch (OTHER Observations),84,84,64,2016,1.13,4.01
5,2015,Monarch Adult (FIRST sighted),303,406,276,2016,1.13,4.01
5,2015,Monarch Adult Sighted,6,33,6,2016,1.13,4.01
5,2015,Monarch Egg (FIRST sighted),102,102,97,2016,1.13,4.01
5,2015,Monarch Egg Sighted,2,39,2,2016,1.13,4.01
5,2015,Monarch Larva (FIRST sighted),47,47,45,2016,1.13,4.01
5,2015,Monarch Larva Sighted,4,6,4,2016,1.13,4.01
5,2016,Milkweed (FIRST sighted),180,180,174,2017,4.01,2.91
5,2016,Milkweed Sighted,103,112,86,2017,4.01,2.91
5,2016,Monarch (OTHER Observations),35,91,32,2017,4.01,2.91
5,2016,Monarch Adult (FIRST sighted),373,438,370,2017,4.01,2.91
5,2016,Monarch Adult Sighted,187,289,164,2017,4.01,2.91
5,2016,Monarch Egg (FIRST sighted),117,773,114,2017,4.01,2.91
5,2016,Monarch Egg Sighted,38,447,30,2017,4.01,2.91
5,2016,Monarch Larva (FIRST sighted),37,156,37,2017,4.01,2.91
5,2016,Monarch Larva Sighted,41,263,38,2017,4.01,2.91
5,2016,"Monarch, Captive-Reared",76,232,36,2017,4.01,2.91
5,2017,Milkweed (FIRST sighted),136,136,133,2018,2.91,2.48
5,2017,Milkweed Sighted,97,97,96,2018,2.91,2.48
5,2017,Monarch (OTHER Observations),28,117,26,2018,2.91,2.48
5,2017,Monarch Adult (FIRST sighted),487,560,476,2018,2.91,2.48
5,2017,Monarch Adult Sighted,263,525,219,2018,2.91,2.48
5,2017,Monarch Egg (FIRST sighted),203,1373,198,2018,2.91,2.48
5,2017,Monarch Egg Sighted,80,668,63,2018,2.91,2.48
5,2017,Monarch Larva (FIRST sighted),103,731,101,2018,2.91,2.48
5,2017,Monarch Larva Sighted,112,824,87,2018,2.91,2.48
5,2017,"Monarch, Captive-Reared",180,1178,109,2018,2.91,2.48
5,2018,Milkweed (FIRST sighted),346,346,333,2019,2.48,6.05
5,2018,Milkweed Sighted,113,113,105,2019,2.48,6.05
5,2018,Monarch (OTHER Observations),31,71,26,2019,2.48,6.05
5,2018,Monarch Adult (FIRST sighted),885,1067,859,2019,2.48,6.05
5,2018,Monarch Adult Sighted,398,650,340,2019,2.48,6.05
5,2018,Monarch Egg (FIRST sighted),350,3558,343,2019,2.48,6.05
5,2018,Monarch Egg Sighted,139,1379,109,2019,2.48,6.05
5,2018,Monarch Larva (FIRST sighted),160,926,155,2019,2.48,6.05
5,2018,Monarch Larva Sighted,114,821,94,2019,2.48,6.05
5,2018,"Monarch, Captive-Reared",118,870,68,2019,2.48,6.05
5,2019,Milkweed (FIRST sighted),298,304,291,2020,6.05,2.83
5,2019,Milkweed Sighted,108,108,97,2020,6.05,2.83
5,2019,Monarch (OTHER Observations),29,109,24,2020,6.05,2.83
5,2019,Monarch Adult (FIRST sighted),1011,1243,984,2020,6.05,2.83
5,2019,Monarch Adult Sighted,447,913,373,2020,6.05,2.83
5,2019,Monarch Egg (FIRST sighted),365,3319,361,2020,6.05,2.83
5,2019,Monarch Egg Sighted,146,2413,116,2020,6.05,2.83
5,2019,Monarch Larva (FIRST sighted),133,592,132,2020,6.05,2.83
5,2019,Monarch Larva Sighted,109,1087,88,2020,6.05,2.83
5,2019,"Monarch, Captive-Reared",159,1569,81,2020,6.05,2.83
5,2020,Milkweed (FIRST sighted),413,413,397,2021,2.83,2.1
5,2020,Milkweed Sighted,120,120,108,2021,2.83,2.1
5,2020,Monarch (OTHER Observations),40,170,33,2021,2.83,2.1
5,2020,Monarch Adult (FIRST sighted),1030,1242,1018,2021,2.83,2.1
5,2020,Monarch Adult Sighted,389,603,305,2021,2.83,2.1
5,2020,Monarch Egg (FIRST sighted),293,2370,282,2021,2.83,2.1
5,2020,Monarch Egg Sighted,86,551,77,2021,2.83,2.1
5,2020,Monarch Larva (FIRST sighted),113,486,110,2021,2.83,2.1
5,2020,Monarch Larva Sighted,64,298,57,2021,2.83,2.1
5,2020,"Monarch, Captive-Reared",92,471,53,2021,2.83,2.1
6,1996,Monarch Adult Sighted,1,1,1,1997,12.61,18.19
6,1997,Monarch Adult (FIRST sighted),3,3,3,1998,18.19,5.77
6,1997,Monarch Adult Sighted,59,59,57,1998,18.19,5.77
6,1997,Monarch Egg (FIRST sighted),1,1,1,1998,18.19,5.77
6,1998,Monarch Adult (FIRST sighted),37,37,34,1999,5.77,5.56
6,1998,Monarch Egg (FIRST sighted),2,2,2,1999,5.77,5.56
6,1999,Monarch (OTHER Observations),31,31,25,2000,5.56,9.05
6,1999,Monarch Adult (FIRST sighted),38,38,35,2000,5.56,9.05
6,2000,Monarch (OTHER Observations),5,5,5,2001,9.05,2.83
6,2000,Monarch Adult (FIRST sighted),48,48,48,2001,9.05,2.83
6,2000,Monarch Egg (FIRST sighted),1,1,1,2001,9.05,2.83
6,2000,Monarch Larva (FIRST sighted),2,2,2,2001,9.05,2.83
6,2001,Monarch (OTHER Observations),27,27,25,2002,2.83,9.36
6,2001,Monarch Adult (FIRST sighted),63,63,59,2002,2.83,9.36
6,2001,Monarch Egg (FIRST sighted),11,11,10,2002,2.83,9.36
6,2001,Monarch Larva (FIRST sighted),12,12,12,2002,2.83,9.36
6,2002,Milkweed (FIRST sighted),7,7,7,2003,9.36,7.54
6,2002,Monarch (OTHER Observations),26,26,22,2003,9.36,7.54
6,2002,Monarch Adult (FIRST sighted),80,80,78,2003,9.36,7.54
6,2002,Monarch Egg (FIRST sighted),19,19,17,2003,9.36,7.54
6,2002,Monarch Larva (FIRST sighted),8,8,8,2003,9.36,7.54
6,2003,Milkweed (FIRST sighted),3,3,3,2004,7.54,11.12
6,2003,Monarch (OTHER Observations),41,41,38,2004,7.54,11.12
6,2003,Monarch Adult (FIRST sighted),97,97,92,2004,7.54,11.12
6,2003,Monarch Egg (FIRST sighted),16,16,16,2004,7.54,11.12
6,2003,Monarch Larva (FIRST sighted),11,11,11,2004,7.54,11.12
6,2004,Milkweed (FIRST sighted),9,9,9,2005,11.12,2.19
6,2004,Monarch (OTHER Observations),13,13,10,2005,11.12,2.19
6,2004,Monarch Adult (FIRST sighted),97,97,91,2005,11.12,2.19
6,2004,Monarch Egg (FIRST sighted),27,27,23,2005,11.12,2.19
6,2004,Monarch Larva (FIRST sighted),12,12,12,2005,11.12,2.19
6,2005,Milkweed (FIRST sighted),19,19,18,2006,2.19,5.91
6,2005,Monarch (OTHER Observations),58,58,48,2006,2.19,5.91
6,2005,Monarch Adult (FIRST sighted),183,183,163,2006,2.19,5.91
6,2005,Monarch Egg (FIRST sighted),43,43,36,2006,2.19,5.91
6,2005,Monarch Larva (FIRST sighted),26,26,23,2006,2.19,5.91
6,2006,Milkweed (FIRST sighted),5,5,5,2007,5.91,6.87
6,2006,Monarch (OTHER Observations),19,19,18,2007,5.91,6.87
6,2006,Monarch Adult (FIRST sighted),100,100,95,2007,5.91,6.87
6,2006,Monarch Egg (FIRST sighted),9,9,9,2007,5.91,6.87
6,2006,Monarch Larva (FIRST sighted),23,23,22,2007,5.91,6.87
6,2007,Milkweed (FIRST sighted),2,2,2,2008,6.87,4.61
6,2007,Monarch (OTHER Observations),44,44,39,2008,6.87,4.61
6,2007,Monarch Adult (FIRST sighted),150,150,141,2008,6.87,4.61
6,2007,Monarch Egg (FIRST sighted),28,28,24,2008,6.87,4.61
6,2007,Monarch Larva (FIRST sighted),21,21,20,2008,6.87,4.61
6,2008,Milkweed (FIRST sighted),4,4,4,2009,4.61,3.06
6,2008,Monarch (OTHER Observations),53,53,43,2009,4.61,3.06
6,2008,Monarch Adult (FIRST sighted),224,224,207,2009,4.61,3.06
6,2008,Monarch Egg (FIRST sighted),66,66,59,2009,4.61,3.06
6,2008,Monarch Larva (FIRST sighted),46,46,45,2009,4.61,3.06
6,2009,Milkweed (FIRST sighted),4,4,3,2010,3.06,1.92
6,2009,Monarch (OTHER Observations),56,56,40,2010,3.06,1.92
6,2009,Monarch Adult (FIRST sighted),170,170,156,2010,3.06,1.92
6,2009,Monarch Adult Sighted,1,1,1,2010,3.06,1.92
6,2009,Monarch Egg (FIRST sighted),60,60,57,2010,3.06,1.92
6,2009,Monarch Larva (FIRST sighted),25,25,22,2010,3.06,1.92
6,2009,Monarch Larva Sighted,1,2,1,2010,3.06,1.92
6,2010,Monarch (OTHER Observations),76,76,62,2011,1.92,4.02
6,2010,Monarch Adult (FIRST sighted),131,131,129,2011,1.92,4.02
6,2010,Monarch Adult Sighted,1,1,1,2011,1.92,4.02
6,2010,Monarch Egg (FIRST sighted),43,43,39,2011,1.92,4.02
6,2010,Monarch Larva (FIRST sighted),43,43,40,2011,1.92,4.02
6,2010,Monarch PEAK Migration,1,6,1,2011,1.92,4.02
6,2011,Milkweed (FIRST sighted),8,8,8,2012,4.02,2.89
6,2011,Monarch (OTHER Observations),45,45,34,2012,4.02,2.89
6,2011,Monarch Adult (FIRST sighted),221,221,207,2012,4.02,2.89
6,2011,Monarch Egg (FIRST sighted),72,72,60,2012,4.02,2.89
6,2011,Monarch Larva (FIRST sighted),37,37,32,2012,4.02,2.89
6,2012,Monarch (OTHER Observations),47,47,38,2013,2.89,1.19
6,2012,Monarch Adult (FIRST sighted),88,88,83,2013,2.89,1.19
6,2012,Monarch Adult Sighted,3,5,3,2013,2.89,1.19
